,Starters,Date,MP_x,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,MP_y,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg
7,Richaun Holmes,2016-11-28,23:22,4,10,.400,1,3,.333,2,2,1.000,4,5,9,1,2,0,2,3,11,-6,23:22,.506,.450,.300,.200,17.9,30.2,23.1,7.4,4.5,0.0,15.5,25.0,102,125
8,T.J. McConnell,2016-11-28,20:08,2,3,.667,0,0,,2,2,1.000,0,2,2,4,2,1,1,4,6,-2,20:08,.773,.667,.000,.667,0.0,14.0,6.0,30.5,5.2,4.1,20.5,11.0,144,123
9,Hollis Thompson,2016-11-28,11:10,1,3,.333,0,1,.000,0,0,,1,1,2,1,0,0,0,1,2,-8,11:10,.333,.333,.333,.000,9.3,12.6,10.7,13.6,0.0,0.0,0.0,12.2,101,139
10,Timothe Luwawu-Cabarrot,2016-11-28,9:03,0,1,.000,0,1,.000,0,0,,0,1,1,1,1,1,0,1,0,-8,9:03,.000,.000,1.000,.000,0.0,15.6,6.6,14.7,5.8,9.1,0.0,5.0,59,117
11,Joel Embiid,2016-11-28,Not With Team,,,,,,,,,,,,,,,,,,,,Not With Team,,,,,,,,,,,,,,
12,Jerryd Bayless,2016-11-28,Not With Team,,,,,,,,,,,,,,,,,,,,Not With Team,,,,,,,,,,,,,,
0,Kyle Lowry,2016-11-28,31:32,7,9,.778,6,6,1.000,4,5,.800,0,4,4,8,1,0,3,0,24,+15,31:32,1.071,1.111,.667,.556,0.0,13.2,7.6,38.9,1.7,0.0,21.1,21.1,170,108
1,DeMar DeRozan,2016-11-28,30:43,4,13,.308,0,0,,6,6,1.000,0,5,5,5,1,1,3,1,14,+23,30:43,.448,.308,.000,.462,0.0,17.0,9.8,21.9,1.7,3.0,16.1,28.4,96,105
2,Pascal Siakam,2016-11-28,23:14,4,6,.667,0,0,,3,4,.750,0,2,2,0,1,1,1,2,11,+6,23:14,.709,.667,.000,.667,0.0,9.0,5.2,0.0,2.2,4.0,11.4,17.6,126,106
3,Jonas Valanciunas,2016-11-28,22:05,6,12,.500,0,0,,0,0,,3,8,11,0,1,2,1,1,12,+15,22:05,.500,.500,.000,.000,19.2,37.8,29.9,0.0,2.4,8.4,7.7,27.5,107,92
4,DeMarre Carroll,2016-11-28,21:24,4,5,.800,2,3,.667,0,0,,1,4,5,3,1,2,0,2,10,+7,21:24,1.000,1.000,.600,.000,6.6,19.5,14.0,20.4,2.4,8.6,0.0,10.9,206,98
5,Cory Joseph,2016-11-28,23:59,4,10,.400,0,1,.000,0,0,,0,4,4,2,1,0,1,3,8,+17,23:59,.400,.400,.100,.000,0.0,17.4,10.0,11.8,2.2,0.0,9.1,21.4,86,105
6,Terrence Ross,2016-11-28,23:02,8,11,.727,3,5,.600,3,3,1.000,1,2,3,0,0,0,0,0,22,+20,23:02,.893,.864,.455,.273,6.1,9.1,7.8,0.0,0.0,0.0,0.0,25.0,179,114
7,Lucas Nogueira,2016-11-28,22:21,1,2,.500,0,0,,4,6,.667,2,2,4,0,1,1,1,1,6,+12,22:21,.647,.500,.000,3.000,12.6,9.3,10.7,0.0,2.3,4.1,17.7,11.8,128,105
8,Patrick Patterson,2016-11-28,19:43,3,5,.600,2,4,.500,0,0,,0,2,2,1,2,0,0,1,8,+21,19:43,.800,.800,.800,.000,0.0,10.6,6.1,7.0,5.3,0.0,0.0,11.9,163,101
9,Norman Powell,2016-11-28,11:15,1,3,.333,0,0,,3,3,1.000,0,0,0,3,1,1,1,2,5,-1,11:15,.579,.333,.000,1.000,0.0,0.0,0.0,33.9,4.6,8.2,18.8,22.1,123,100
10,Jakob Poeltl,2016-11-28,3:34,0,0,,0,0,,2,4,.500,1,0,1,0,0,0,1,1,2,0,3:34,.568,,,,39.6,0.0,16.8,0.0,0.0,0.0,36.2,36.2,96,116
11,Bruno Caboclo,2016-11-28,3:34,0,0,,0,0,,0,0,,0,1,1,0,1,0,0,0,0,0,3:34,,,,,0.0,29.3,16.8,0.0,14.6,0.0,,0.0,,72
12,Fred VanVleet,2016-11-28,3:34,0,1,.000,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,3:34,.000,.000,.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.1,0,117
0,DeMarcus Cousins,2016-11-28,40:01,16,34,.471,1,6,.167,3,10,.300,4,16,20,4,2,1,5,5,36,+6,40:01,.469,.485,.176,.294,10.4,50.5,28.5,31.5,2.5,2.2,11.5,46.2,90,85
1,Rudy Gay,2016-11-28,38:11,7,16,.438,1,4,.250,3,3,1.000,2,3,5,2,2,1,6,5,18,-9,38:11,.520,.469,.250,.188,5.4,9.9,7.5,9.8,2.6,2.3,25.7,26.0,83,97
2,Darren Collison,2016-11-28,31:31,2,6,.333,0,1,.000,2,2,1.000,2,1,3,3,2,1,0,2,6,-1,31:31,.436,.333,.167,.333,6.6,4.0,5.4,14.6,3.2,2.8,0.0,9.3,117,98
3,Kosta Koufos,2016-11-28,25:11,1,3,.333,0,0,,2,2,1.000,4,3,7,0,1,0,1,1,4,-11,25:11,.515,.333,.000,.667,16.5,15.0,15.8,0.0,2.0,0.0,20.5,8.3,110,99
4,Arron Afflalo,2016-11-28,20:57,1,6,.167,0,3,.000,1,1,1.000,0,1,1,1,0,0,0,1,3,-11,20:57,.233,.167,.500,.167,0.0,6.0,2.7,7.1,0.0,0.0,0.0,13.1,62,106
5,Garrett Temple,2016-11-28,28:20,1,5,.200,1,3,.333,0,1,.000,1,0,1,3,2,0,1,0,3,+3,28:20,.276,.300,.600,.200,3.7,0.0,2.0,15.5,3.5,0.0,15.5,9.7,72,100
6,Matt Barnes,2016-11-28,26:42,1,6,.167,0,3,.000,1,2,.500,0,2,2,2,2,0,2,5,3,-4,26:42,.218,.167,.500,.333,0.0,9.5,4.3,11.0,3.7,0.0,22.5,14.2,46,96
7,Ty Lawson,2016-11-28,24:06,5,9,.556,0,0,,2,2,1.000,0,0,0,3,3,0,4,2,12,-3,24:06,.607,.556,.000,.222,0.0,0.0,0.0,24.4,6.2,0.0,28.8,24.5,91,94
8,Omri Casspi,2016-11-28,15:58,1,4,.250,0,1,.000,0,0,,0,3,3,2,0,0,1,0,2,+1,15:58,.250,.250,.250,.000,0.0,23.7,10.7,19.1,0.0,0.0,20.0,13.3,58,101
9,Willie Cauley-Stein,2016-11-28,14:04,3,4,.750,0,0,,2,3,.667,0,2,2,0,1,1,0,3,8,-1,14:04,.752,.750,.000,.750,0.0,17.9,8.1,0.0,3.5,6.3,0.0,16.1,153,90
10,Anthony Tolliver,2016-11-28,Did Not Play,,,,,,,,,,,,,,,,,,,,Did Not Play,,,,,,,,,,,,,,
11,Ben McLemore,2016-11-28,Did Not Play,,,,,,,,,,,,,,,,,,,,Did Not Play,,,,,,,,,,,,,,
0,Markieff Morris,2016-11-28,44:16,2,12,.167,0,2,.000,4,4,1.000,2,3,5,4,1,0,6,5,8,+1,44:16,.291,.167,.167,.333,5.7,7.0,6.4,14.7,1.1,0.0,30.4,19.8,60,95
1,John Wall,2016-11-28,42:32,6,16,.375,1,3,.333,6,6,1.000,0,8,8,11,3,1,11,2,19,0,42:32,.510,.406,.188,.375,0.0,19.5,10.7,49.8,3.5,1.7,37.1,30.9,81,85
2,Bradley Beal,2016-11-28,40:32,12,24,.500,7,13,.538,0,2,.000,1,5,6,3,0,1,2,0,31,+7,40:32,.623,.646,.542,.083,3.1,12.8,8.4,20.3,0.0,1.8,7.4,29.4,116,95
3,Marcin Gortat,2016-11-28,36:13,4,6,.667,0,0,,2,4,.500,3,4,7,0,1,3,1,4,10,+2,36:13,.644,.667,.000,.667,10.5,11.5,11.0,0.0,1.4,6.1,11.4,10.7,122,89
4,Otto Porter,2016-11-28,29:37,6,9,.667,2,4,.500,1,2,.500,1,7,8,0,3,0,0,4,15,+4,29:37,.759,.778,.444,.222,4.3,24.6,15.4,0.0,5.0,0.0,0.0,14.8,150,81
5,Kelly Oubre,2016-11-28,23:36,2,3,.667,0,1,.000,6,6,1.000,4,6,10,2,2,0,1,2,10,+2,23:36,.887,.667,.333,2.000,21.4,26.4,24.1,14.7,4.2,0.0,15.1,12.5,172,83
6,Jason Smith,2016-11-28,21:32,2,8,.250,0,0,,0,0,,0,4,4,0,1,1,0,3,4,+8,21:32,.250,.250,.000,.000,0.0,19.3,10.6,0.0,2.3,3.4,0.0,16.5,57,86
7,Tomas Satoransky,2016-11-28,12:45,0,2,.000,0,1,.000,0,0,,0,0,0,1,0,0,1,1,0,+1,12:45,.000,.000,.500,.000,0.0,0.0,0.0,11.9,0.0,0.0,33.3,10.4,19,99
8,Trey Burke,2016-11-28,10:38,1,5,.200,0,1,.000,0,0,,0,0,0,1,0,1,1,0,2,+7,10:38,.200,.200,.200,.000,0.0,0.0,0.0,16.6,0.0,6.9,16.7,25.0,46,95
9,Andrew Nicholson,2016-11-28,3:19,0,0,,0,0,,2,2,1.000,0,1,1,0,0,0,0,2,2,-2,3:19,1.136,,,,0.0,31.3,17.2,0.0,0.0,0.0,0.0,11.8,250,86
10,Marcus Thornton,2016-11-28,Did Not Play,,,,,,,,,,,,,,,,,,,,Did Not Play,,,,,,,,,,,,,,
11,Daniel Ochefu,2016-11-28,Did Not Play,,,,,,,,,,,,,,,,,,,,Did Not Play,,,,,,,,,,,,,,
12,Sheldon McClellan,2016-11-28,Did Not Play,,,,,,,,,,,,,,,,,,,,Did Not Play,,,,,,,,,,,,,,
0,DeAndre Jordan,2016-11-29,44:45,9,13,.692,0,1,.000,3,4,.750,5,18,23,1,0,1,3,3,21,0,44:45,.711,.692,.077,.308,11.4,44.0,27.1,3.8,0.0,2.0,16.9,17.2,126,103
1,Chris Paul,2016-11-29,44:30,11,26,.423,4,7,.571,0,0,,3,7,10,13,2,1,4,2,26,0,44:30,.500,.500,.269,.000,6.9,17.2,11.8,53.5,2.1,2.0,13.3,29.2,108,103
2,J.J. Redick,2016-11-29,38:05,7,18,.389,3,10,.300,1,1,1.000,0,2,2,2,0,0,1,4,18,-4,38:05,.488,.472,.556,.056,0.0,5.7,2.8,8.6,0.0,0.0,5.1,22.1,98,111
3,Paul Pierce,2016-11-29,28:53,1,7,.143,1,5,.200,2,2,1.000,0,3,3,0,1,0,1,5,5,+5,28:53,.317,.214,.714,.286,0.0,11.4,5.5,0.0,1.7,0.0,11.3,13.3,61,106
4,Luc Mbah a Moute,2016-11-29,20:10,0,3,.000,0,1,.000,2,4,.500,1,3,4,0,3,0,0,0,2,+1,20:10,.210,.000,.333,1.333,5.0,16.3,10.5,0.0,7.1,0.0,0.0,10.2,61,94
5,Jamal Crawford,2016-11-29,35:10,4,15,.267,1,4,.250,2,2,1.000,0,3,3,1,0,0,1,2,11,-2,35:10,.346,.300,.267,.133,0.0,9.3,4.5,4.2,0.0,0.0,5.9,20.8,72,110
6,Austin Rivers,2016-11-29,26:06,5,9,.556,2,4,.500,3,5,.600,1,1,2,2,0,0,1,1,15,-7,26:06,.670,.667,.444,.556,3.9,4.2,4.0,12.7,0.0,0.0,8.2,20.3,130,111
7,Marreese Speights,2016-11-29,14:53,1,4,.250,0,2,.000,4,4,1.000,1,4,5,0,1,0,2,3,6,-5,14:53,.521,.250,.500,1.000,6.8,29.4,17.7,0.0,3.2,0.0,25.8,22.6,88,99
8,Raymond Felton,2016-11-29,13:30,3,6,.500,1,3,.333,0,0,,0,2,2,1,2,0,1,3,7,-5,13:30,.583,.583,.500,.000,0.0,16.2,7.8,13.0,7.1,0.0,14.3,22.5,102,93
9,Wesley Johnson,2016-11-29,12:23,2,4,.500,1,3,.333,0,0,,0,1,1,1,1,1,0,4,5,+1,12:23,.625,.625,.750,.000,0.0,8.8,4.3,12.8,3.9,7.1,0.0,14.0,132,95
10,Brandon Bass,2016-11-29,11:35,3,4,.750,0,0,,0,0,,0,2,2,0,0,0,1,2,6,-9,11:35,.750,.750,.000,.000,0.0,18.9,9.1,0.0,0.0,0.0,20.0,18.7,109,108
11,Blake Griffin,2016-11-29,Did Not Dress,,,,,,,,,,,,,,,,,,,,Did Not Dress,,,,,,,,,,,,,,
12,Alan Anderson,2016-11-29,Did Not Play,,,,,,,,,,,,,,,,,,,,Did Not Play,,,,,,,,,,,,,,
0,Sean Kilpatrick,2016-11-29,46:53,14,34,.412,4,12,.333,6,8,.750,0,14,14,2,0,0,5,4,38,+8,46:53,.506,.471,.353,.235,0.0,30.4,15.7,8.9,0.0,0.0,11.8,39.6,90,102
1,Isaiah Whitehead,2016-11-29,46:09,2,8,.250,1,3,.333,1,3,.333,0,3,3,4,0,0,0,5,6,+3,46:09,.322,.313,.375,.375,0.0,6.6,3.4,11.8,0.0,0.0,0.0,8.8,84,108
2,Brook Lopez,2016-11-29,43:14,11,20,.550,4,9,.444,1,1,1.000,3,5,8,4,2,1,1,1,27,+24,43:14,.660,.650,.450,.050,7.6,11.8,9.8,17.7,2.2,1.9,4.7,21.7,132,100
3,Trevor Booker,2016-11-29,41:37,7,13,.538,0,2,.000,1,1,1.000,2,9,11,5,4,0,2,4,15,+10,41:37,.558,.538,.154,.077,5.3,22.0,13.9,19.8,4.6,0.0,13.0,16.2,112,94
4,Bojan Bogdanovic,2016-11-29,26:27,2,7,.286,0,3,.000,10,12,.833,0,6,6,2,0,0,3,3,14,+1,26:27,.570,.286,.429,1.714,0.0,23.1,12.0,10.8,0.0,0.0,19.6,25.2,101,104
5,Joe Harris,2016-11-29,38:41,5,9,.556,2,4,.500,3,5,.600,1,0,1,1,3,0,2,3,15,+9,38:41,.670,.667,.444,.556,2.8,0.0,1.4,4.0,3.7,0.0,15.2,14.9,115,101
6,Justin Hamilton,2016-11-29,24:40,2,6,.333,1,3,.333,2,4,.500,0,4,4,2,0,2,0,1,7,-12,24:40,.451,.417,.500,.667,0.0,16.5,8.6,11.7,0.0,6.8,0.0,13.7,102,100
7,Randy Foye,2016-11-29,16:41,1,5,.200,1,2,.500,0,0,,1,4,5,2,1,0,0,1,3,-13,16:41,.300,.300,.400,.000,6.6,24.4,15.8,16.7,2.9,0.0,0.0,13.1,89,97
8,Luis Scola,2016-11-29,5:39,1,2,.500,0,0,,0,2,.000,0,1,1,0,0,0,0,1,2,-5,5:39,.347,.500,.000,1.000,0.0,18.0,9.3,0.0,0.0,0.0,0.0,22.3,65,105
9,Rondae Hollis-Jefferson,2016-11-29,Did Not Play,,,,,,,,,,,,,,,,,,,,Did Not Play,,,,,,,,,,,,,,
10,Yogi Ferrell,2016-11-29,Did Not Play,,,,,,,,,,,,,,,,,,,,Did Not Play,,,,,,,,,,,,,,
11,Chris McCullough,2016-11-29,Did Not Play,,,,,,,,,,,,,,,,,,,,Did Not Play,,,,,,,,,,,,,,
12,Anthony Bennett,2016-11-29,Did Not Play,,,,,,,,,,,,,,,,,,,,Did Not Play,,,,,,,,,,,,,,
0,Marcus Morris,2016-11-29,36:18,8,18,.444,2,6,.333,0,0,,0,4,4,0,1,0,1,3,18,+14,36:18,.500,.500,.333,.000,0.0,13.2,6.3,0.0,1.4,0.0,5.3,23.3,95,97
1,Tobias Harris,2016-11-29,35:33,9,12,.750,3,5,.600,3,3,1.000,0,7,7,2,1,2,2,1,24,+25,35:33,.901,.875,.417,.250,0.0,23.6,11.3,8.2,1.4,5.3,13.1,19.2,154,90
2,Kentavious Caldwell-Pope,2016-11-29,31:56,6,14,.429,4,8,.500,2,2,1.000,2,5,7,7,1,1,1,2,18,+26,31:56,.605,.571,.571,.143,6.8,18.8,12.5,29.2,1.6,2.9,6.3,22.1,135,93
3,Ish Smith,2016-11-29,24:43,6,10,.600,0,3,.000,1,1,1.000,0,2,2,3,1,0,0,2,13,+17,24:43,.623,.600,.300,.100,0.0,9.7,4.6,17.5,2.0,0.0,0.0,18.8,136,96
4,Andre Drummond,2016-11-29,12:58,1,6,.167,0,0,,1,1,1.000,1,5,6,1,0,1,0,1,3,+2,12:58,.233,.167,.000,.167,8.4,46.3,26.4,9.0,0.0,7.3,0.0,22.1,72,88
5,Jon Leuer,2016-11-29,32:08,5,12,.417,1,3,.333,1,1,1.000,2,5,7,1,1,0,2,3,12,+13,32:08,.482,.458,.250,.083,6.8,18.7,12.4,4.0,1.6,0.0,13.9,20.0,94,95
6,Aron Baynes,2016-11-29,22:45,3,7,.429,0,0,,2,2,1.000,3,5,8,0,0,0,2,3,8,+17,22:45,.508,.429,.000,.286,14.4,26.4,20.1,0.0,0.0,0.0,20.2,19.3,98,98
7,Beno Udrih,2016-11-29,20:04,3,5,.600,1,1,1.000,0,0,,0,1,1,7,1,0,2,2,7,+5,20:04,.700,.700,.200,.000,0.0,6.0,2.8,44.3,2.5,0.0,28.6,15.5,127,95
8,Stanley Johnson,2016-11-29,10:00,1,1,1.000,0,0,,0,0,,0,0,0,0,0,0,1,0,2,-10,10:00,1.000,1.000,.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,50.0,8.9,82,102
9,Darrun Hilliard,2016-11-29,9:17,2,4,.500,1,2,.500,0,1,.000,0,0,0,0,1,0,0,2,5,+8,9:17,.563,.625,.500,.250,0.0,0.0,0.0,0.0,5.4,0.0,0.0,21.3,109,90
10,Michael Gbinije,2016-11-29,2:09,1,2,.500,0,0,,0,0,,1,0,1,0,0,0,0,0,2,-1,2:09,.500,.500,.000,.000,50.7,0.0,26.6,0.0,0.0,0.0,0.0,41.4,121,102
11,Boban Marjanovic,2016-11-29,2:09,0,1,.000,0,0,,0,0,,0,1,1,0,0,0,0,0,0,-1,2:09,.000,.000,.000,.000,0.0,55.8,26.6,0.0,0.0,0.0,0.0,20.7,0,93
12,Henry Ellenson,2016-11-29,Did Not Play,,,,,,,,,,,,,,,,,,,,Did Not Play,,,,,,,,,,,,,,
0,Michael Kidd-Gilchrist,2016-11-29,31:32,3,7,.429,0,0,,4,4,1.000,1,3,4,0,1,1,0,3,10,-13,31:32,.571,.429,.000,.571,3.8,10.4,7.2,0.0,1.6,2.4,0.0,13.3,121,118
1,Kemba Walker,2016-11-29,30:52,9,16,.563,4,7,.571,1,2,.500,1,1,2,4,2,1,3,1,23,-15,30:52,.681,.688,.438,.125,3.9,3.5,3.7,36.6,3.3,2.4,15.1,30.8,111,115
2,Nicolas Batum,2016-11-29,30:13,3,11,.273,2,5,.400,0,0,,1,10,11,5,0,0,2,1,8,-12,30:13,.364,.364,.455,.000,4.0,36.1,20.8,30.3,0.0,0.0,15.4,20.6,78,118
3,Cody Zeller,2016-11-29,27:51,4,6,.667,0,0,,0,0,,2,8,10,0,1,1,2,3,8,-9,27:51,.667,.667,.000,.000,8.6,31.3,20.5,0.0,1.8,2.7,25.0,13.8,98,112
4,Frank Kaminsky,2016-11-29,26:44,1,11,.091,0,6,.000,0,0,,0,3,3,3,0,0,1,2,2,-7,26:44,.091,.091,.545,.000,0.0,12.2,6.4,18.4,0.0,0.0,8.3,21.5,31,123
5,Marco Belinelli,2016-11-29,24:39,4,10,.400,1,4,.250,2,2,1.000,0,2,2,2,0,1,0,1,11,-17,24:39,.506,.450,.400,.200,0.0,8.9,4.6,16.8,0.0,3.0,0.0,21.1,106,121
6,Spencer Hawes,2016-11-29,16:40,3,5,.600,2,2,1.000,0,0,,0,2,2,0,1,0,3,1,8,-15,16:40,.800,.800,.400,.000,0.0,13.1,6.9,0.0,3.0,0.0,37.5,23.0,75,116
7,Jeremy Lamb,2016-11-29,12:52,1,5,.200,0,2,.000,2,2,1.000,0,1,1,1,0,1,1,1,4,-11,12:52,.340,.200,.400,.400,0.0,8.5,4.4,13.7,0.0,5.8,14.5,25.6,67,118
8,Ramon Sessions,2016-11-29,12:46,2,4,.500,0,0,,3,4,.750,0,1,1,3,0,0,1,1,7,-5,12:46,.608,.500,.000,1.000,0.0,8.5,4.5,48.0,0.0,0.0,14.8,25.4,117,124
9,Roy Hibbert,2016-11-29,12:45,1,2,.500,0,0,,2,3,.667,0,1,1,2,2,0,0,1,4,-2,12:45,.602,.500,.000,1.500,0.0,8.6,4.5,27.6,7.9,0.0,0.0,12.5,139,106
10,Brian Roberts,2016-11-29,4:22,0,0,,0,0,,4,4,1.000,0,1,1,1,0,0,0,0,4,-3,4:22,1.136,,,,0.0,25.0,13.1,35.5,0.0,0.0,0.0,19.3,247,120
11,Treveon Graham,2016-11-29,4:22,0,0,,0,0,,0,0,,0,1,1,0,0,0,0,0,0,-3,4:22,,,,,0.0,25.0,13.1,0.0,0.0,0.0,,0.0,,120
12,Aaron Harrison,2016-11-29,4:22,0,1,.000,0,1,.000,0,0,,0,1,1,0,0,0,0,1,0,-3,4:22,.000,.000,1.000,.000,0.0,25.0,13.1,0.0,0.0,0.0,0.0,11.0,0,120
0,LeBron James,2016-11-29,32:53,8,16,.500,3,8,.375,3,7,.429,0,4,4,4,0,0,7,3,22,-12,32:53,.577,.594,.500,.438,0.0,15.4,7.5,28.7,0.0,0.0,26.8,35.4,87,122
1,Kyrie Irving,2016-11-29,31:20,5,12,.417,2,5,.400,8,8,1.000,0,2,2,3,1,0,3,3,20,-12,31:20,.644,.500,.417,.667,0.0,8.1,3.9,18.9,1.5,0.0,16.2,26.4,117,121
2,Kevin Love,2016-11-29,30:58,3,10,.300,2,7,.286,5,7,.714,1,12,13,2,1,0,1,2,13,-9,30:58,.497,.400,.700,.700,3.9,48.9,25.8,11.3,1.6,0.0,7.1,20.3,106,113
3,Tristan Thompson,2016-11-29,30:21,3,6,.500,0,0,,2,4,.500,2,3,5,2,2,3,1,2,8,-11,30:21,.515,.500,.000,.667,7.9,12.5,10.1,11.6,3.2,7.1,11.4,12.9,111,111
4,J.R. Smith,2016-11-29,29:48,2,7,.286,2,7,.286,0,0,,0,0,0,1,2,1,2,4,6,-10,29:48,.429,.429,1.000,.000,0.0,0.0,0.0,5.6,3.2,2.4,22.2,13.5,70,117
5,Iman Shumpert,2016-11-29,17:19,1,3,.333,0,2,.000,0,0,,2,0,2,0,1,0,1,0,2,-22,17:19,.333,.333,.667,.000,13.9,0.0,7.1,0.0,2.8,0.0,25.0,10.3,77,120
6,Richard Jefferson,2016-11-29,12:01,2,4,.500,2,3,.667,2,2,1.000,0,2,2,0,0,0,1,0,8,-6,12:01,.820,.750,.750,.500,0.0,21.0,10.2,0.0,0.0,0.0,17.0,21.8,128,121
7,Mike Dunleavy,2016-11-29,11:36,2,4,.500,1,3,.333,0,0,,0,1,1,2,0,0,1,0,5,-11,11:36,.625,.625,.750,.000,0.0,10.9,5.3,34.9,0.0,0.0,20.0,19.2,112,123
8,Jordan McRae,2016-11-29,10:56,4,7,.571,1,2,.500,0,0,,2,1,3,0,0,0,0,1,9,+2,10:56,.643,.643,.286,.000,22.0,11.6,16.9,0.0,0.0,0.0,0.0,28.6,130,123
9,James Jones,2016-11-29,10:56,1,3,.333,1,2,.500,0,0,,0,0,0,0,0,2,1,1,3,+2,10:56,.500,.500,.667,.000,0.0,0.0,0.0,0.0,0.0,13.1,25.0,16.3,70,115
10,Chris Andersen,2016-11-29,10:56,0,1,.000,0,0,,2,2,1.000,0,3,3,1,0,0,0,2,2,+2,10:56,.532,.000,.000,2.000,0.0,34.7,16.9,13.7,0.0,0.0,0.0,7.7,138,119
11,Kay Felder,2016-11-29,6:03,0,0,,0,0,,0,0,,0,0,0,2,0,0,0,1,0,+5,6:03,,,,,0.0,0.0,0.0,49.6,0.0,0.0,,0.0,244,125
12,DeAndre Liggins,2016-11-29,4:53,1,2,.500,0,0,,1,1,1.000,0,0,0,0,0,0,1,0,3,-3,4:53,.615,.500,.000,.500,0.0,0.0,0.0,0.0,0.0,0.0,29.1,31.4,84,126
0,Giannis Antetokounmpo,2016-11-29,34:30,13,19,.684,1,2,.500,7,10,.700,1,11,12,5,5,2,6,4,34,+20,34:30,.726,.711,.105,.526,3.7,38.3,21.4,24.9,7.0,7.7,20.4,36.2,119,85
1,Jabari Parker,2016-11-29,30:59,7,17,.412,1,3,.333,3,3,1.000,1,3,4,1,2,0,0,1,18,-2,30:59,.491,.441,.176,.176,4.1,11.6,7.9,4.4,3.1,0.0,0.0,25.1,111,105
2,Matthew Dellavedova,2016-11-29,25:17,1,5,.200,0,1,.000,1,1,1.000,0,3,3,7,2,0,2,3,3,+17,25:17,.276,.200,.200,.200,0.0,14.2,7.3,30.1,3.8,0.0,26.9,12.5,86,102
3,Tony Snell,2016-11-29,25:06,3,8,.375,1,6,.167,1,2,.500,0,3,3,1,0,0,1,2,8,+2,25:06,.450,.438,.750,.250,0.0,14.3,7.4,4.7,0.0,0.0,10.1,16.7,89,111
4,John Henson,2016-11-29,20:41,3,7,.429,0,0,,1,1,1.000,4,5,9,2,0,2,0,1,7,-4,20:41,.470,.429,.000,.143,24.4,29.0,26.8,11.9,0.0,12.9,0.0,15.3,131,101
5,Michael Beasley,2016-11-29,25:56,7,10,.700,1,1,1.000,2,2,1.000,1,1,2,2,2,0,2,3,17,+23,25:56,.781,.750,.100,.200,4.9,4.6,4.7,11.2,3.7,0.0,15.5,21.1,134,104
6,Greg Monroe,2016-11-29,25:41,6,8,.750,0,0,,2,2,1.000,3,3,6,4,2,1,3,2,14,+23,25:41,.788,.750,.000,.250,14.8,14.0,14.4,21.5,3.8,5.2,25.3,19.6,130,100
7,Jason Terry,2016-11-29,22:54,1,4,.250,1,3,.333,0,0,,0,1,1,2,1,1,1,1,3,+15,22:54,.375,.375,.750,.000,0.0,5.2,2.7,9.5,2.1,5.8,20.0,9.3,81,105
8,Malcolm Brogdon,2016-11-29,22:43,4,5,.800,2,2,1.000,0,0,,0,1,1,3,1,0,2,4,10,0,22:43,1.000,1.000,.400,.000,0.0,5.3,2.7,16.9,2.1,0.0,28.6,13.1,135,108
9,Thon Maker,2016-11-29,2:57,1,2,.500,0,0,,2,2,1.000,0,1,1,0,0,0,0,1,4,-5,2:57,.694,.500,.000,1.000,0.0,40.7,20.9,0.0,0.0,0.0,0.0,41.4,152,105
10,Miles Plumlee,2016-11-29,1:38,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-2,1:38,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,115
11,Steve Novak,2016-11-29,1:38,0,1,.000,0,1,.000,0,0,,0,1,1,0,0,0,0,0,0,-2,1:38,.000,.000,1.000,.000,0.0,73.5,37.7,0.0,0.0,0.0,0.0,26.0,0,99
12,Mirza Teletovic,2016-11-29,Did Not Play,,,,,,,,,,,,,,,,,,,,Did Not Play,,,,,,,,,,,,,,
0,Luol Deng,2016-11-29,22:15,2,6,.333,1,4,.250,0,0,,0,2,2,1,1,0,0,0,5,-18,22:15,.417,.417,.667,.000,0.0,8.5,4.3,6.6,2.3,0.0,0.0,12.1,88,114
1,Julius Randle,2016-11-29,21:35,6,9,.667,0,1,.000,0,2,.000,0,10,10,3,0,0,2,3,12,-17,21:35,.607,.667,.111,.222,0.0,43.6,22.0,28.2,0.0,0.0,16.8,24.7,97,105
2,Timofey Mozgov,2016-11-29,20:30,5,8,.625,0,0,,0,0,,4,5,9,0,0,2,2,2,10,-11,20:30,.625,.625,.000,.000,18.7,23.0,20.9,0.0,0.0,8.2,20.0,21.9,102,108
3,Jose Calderon,2016-11-29,16:07,1,5,.200,0,3,.000,0,0,,0,1,1,6,0,0,2,1,2,-9,16:07,.200,.200,.600,.000,0.0,5.8,2.9,52.5,0.0,0.0,28.6,19.5,62,120
4,Nick Young,2016-11-29,1:50,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-4,1:50,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,122
