,Starters,Date,MP_x,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,MP_y,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg
0,Arron Afflalo,2013-10-29,32:59,3,14,.214,1,5,.200,2,3,.667,1,2,3,1,0,0,1,1,9,-14,32:59,.294,.250,.357,.214,3.1,8.1,5.3,4.6,0.0,0.0,6.1,20.8,69,111
1,Nikola Vucevic,2013-10-29,30:39,4,11,.364,0,0,,0,0,,5,5,10,3,2,1,5,4,8,-22,30:39,.364,.364,.000,.000,16.7,21.8,18.9,15.8,3.3,2.9,31.3,21.9,70,98
2,Jameer Nelson,2013-10-29,30:34,4,13,.308,3,7,.429,1,1,1.000,1,4,5,7,2,0,2,1,12,-11,30:34,.446,.423,.538,.077,3.3,17.4,9.5,37.0,3.3,0.0,13.0,21.2,102,101
3,Jason Maxiell,2013-10-29,26:19,0,5,.000,0,0,,0,0,,1,4,5,0,1,2,2,2,0,-15,26:19,.000,.000,.000,.000,3.9,20.3,11.0,0.0,1.9,6.8,28.6,11.2,8,99
4,Maurice Harkless,2013-10-29,23:30,6,13,.462,2,2,1.000,0,1,.000,1,0,1,0,1,0,0,4,14,-3,23:30,.521,.538,.154,.077,4.3,0.0,2.5,0.0,2.2,0.0,0.0,24.0,111,107
5,E'Twaun Moore,2013-10-29,25:45,3,6,.500,0,1,.000,0,0,,1,0,1,1,2,0,2,2,6,+3,25:45,.500,.500,.167,.000,4.0,0.0,2.2,6.1,3.9,0.0,25.0,13.0,83,104
6,Victor Oladipo,2013-10-29,22:35,4,11,.364,1,2,.500,3,5,.600,1,2,3,2,1,0,3,2,12,-11,22:35,.455,.409,.182,.455,4.5,11.8,7.7,15.5,2.2,0.0,18.5,30.1,85,104
7,Andrew Nicholson,2013-10-29,19:17,8,10,.800,2,2,1.000,0,0,,1,3,4,0,1,0,1,4,18,0,19:17,.900,.900,.200,.000,5.3,20.7,12.0,0.0,2.6,0.0,9.1,23.9,151,101
8,Kyle O'Quinn,2013-10-29,14:23,3,7,.429,0,0,,0,0,,0,4,4,0,0,3,1,2,6,+10,14:23,.429,.429,.000,.000,0.0,37.1,16.1,0.0,0.0,18.5,12.5,23.3,78,92
9,Ronnie Price,2013-10-29,8:37,1,2,.500,0,0,,0,0,,0,1,1,3,0,0,0,2,2,+6,8:37,.500,.500,.000,.000,0.0,15.5,6.7,54.9,0.0,0.0,0.0,9.7,144,108
10,Solomon Jones,2013-10-29,5:22,0,1,.000,0,0,,0,0,,1,1,2,0,0,0,0,2,0,+7,5:22,.000,.000,.000,.000,19.0,24.8,21.6,0.0,0.0,0.0,0.0,7.8,49,105
11,Tobias Harris,2013-10-29,Did Not Play,,,,,,,,,,,,,,,,,,,,Did Not Play,,,,,,,,,,,,,,
12,Doron Lamb,2013-10-29,Did Not Play,,,,,,,,,,,,,,,,,,,,Did Not Play,,,,,,,,,,,,,,
0,Paul George,2013-10-29,36:05,8,16,.500,3,6,.500,5,7,.714,1,5,6,5,1,3,4,0,24,+11,36:05,.629,.594,.375,.438,3.7,14.2,9.6,28.5,1.4,5.4,17.3,29.2,116,91
1,Lance Stephenson,2013-10-29,35:38,8,12,.667,2,3,.667,1,2,.500,2,5,7,5,0,1,1,2,19,+11,35:38,.738,.750,.250,.167,7.5,14.3,11.4,29.0,0.0,1.8,7.2,17.8,150,96
2,David West,2013-10-29,30:43,4,11,.364,0,0,,5,5,1.000,0,5,5,3,2,5,5,2,13,+11,30:43,.492,.364,.000,.455,0.0,16.6,9.4,16.9,3.3,10.6,27.5,27.1,83,82
3,George Hill,2013-10-29,29:04,2,8,.250,0,2,.000,3,4,.750,0,2,2,0,0,0,1,0,7,+5,29:04,.359,.250,.250,.500,0.0,7.0,4.0,0.0,0.0,0.0,9.3,16.9,74,101
4,Roy Hibbert,2013-10-29,26:54,3,6,.500,0,0,,2,4,.500,6,10,16,0,1,7,3,0,8,+14,26:54,.515,.500,.000,.667,29.7,38.0,34.4,0.0,1.9,16.9,27.9,18.3,97,72
5,Luis Scola,2013-10-29,20:43,4,7,.571,0,0,,0,0,,0,1,1,1,0,0,1,2,8,-2,20:43,.571,.571,.000,.000,0.0,4.9,2.8,9.4,0.0,0.0,12.5,17.6,105,101
6,C.J. Watson,2013-10-29,19:54,2,5,.400,1,4,.250,0,2,.000,0,2,2,3,0,0,1,0,5,+2,19:54,.425,.500,.800,.400,0.0,10.3,5.8,24.8,0.0,0.0,14.5,15.8,92,100
7,Ian Mahinmi,2013-10-29,16:42,0,1,.000,0,0,,4,6,.667,1,2,3,0,0,2,2,5,4,0,16:42,.549,.000,.000,6.000,8.0,12.2,10.4,0.0,0.0,7.8,35.5,15.4,83,92
8,Orlando Johnson,2013-10-29,15:12,3,4,.750,1,2,.500,2,2,1.000,0,1,1,0,0,0,1,1,9,+11,15:12,.922,.875,.500,.500,0.0,6.7,3.8,0.0,0.0,0.0,17.0,17.7,147,101
9,Solomon Hill,2013-10-29,8:07,0,1,.000,0,0,,0,0,,0,1,1,0,0,0,1,1,0,-10,8:07,.000,.000,.000,.000,0.0,12.6,7.1,0.0,0.0,0.0,50.0,11.3,0,98
10,Rasual Butler,2013-10-29,0:58,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-3,0:58,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,104
11,Chris Copeland,2013-10-29,Did Not Play,,,,,,,,,,,,,,,,,,,,Did Not Play,,,,,,,,,,,,,,
12,Donald Sloan,2013-10-29,Did Not Play,,,,,,,,,,,,,,,,,,,,Did Not Play,,,,,,,,,,,,,,
0,Blake Griffin,2013-10-29,40:09,8,15,.533,0,0,,3,10,.300,2,5,7,3,1,0,4,1,19,-6,40:09,.490,.533,.000,.667,5.4,12.5,9.1,11.4,1.2,0.0,17.1,25.6,88,118
1,Chris Paul,2013-10-29,35:58,5,13,.385,0,2,.000,5,5,1.000,0,6,6,11,5,0,1,4,15,-13,35:58,.493,.385,.154,.385,0.0,16.7,8.7,42.8,6.6,0.0,6.2,19.8,122,104
2,DeAndre Jordan,2013-10-29,35:29,8,10,.800,0,0,,1,2,.500,4,7,11,1,3,3,1,5,17,-13,35:29,.781,.800,.000,.200,12.3,19.7,16.2,4.5,4.0,6.3,8.4,14.7,146,105
3,J.J. Redick,2013-10-29,33:49,5,12,.417,2,5,.400,1,1,1.000,1,1,2,3,0,0,1,0,13,-19,33:49,.523,.500,.417,.083,3.2,3.0,3.1,12.6,0.0,0.0,7.4,17.5,108,125
4,Jared Dudley,2013-10-29,22:43,2,6,.333,1,4,.250,0,0,,0,3,3,2,0,0,1,4,5,0,22:43,.417,.417,.667,.000,0.0,13.2,6.9,11.5,0.0,0.0,14.3,13.6,84,120
5,Matt Barnes,2013-10-29,28:28,3,6,.500,1,3,.333,1,1,1.000,2,4,6,3,2,0,3,4,8,-15,28:28,.621,.583,.500,.167,7.7,14.1,11.0,14.1,3.4,0.0,31.8,14.6,99,112
6,Jamal Crawford,2013-10-29,25:54,5,13,.385,3,6,.500,2,2,1.000,1,2,3,3,0,0,3,0,15,-1,25:54,.540,.500,.462,.154,4.2,7.7,6.0,17.5,0.0,0.0,17.8,28.7,97,123
7,Darren Collison,2013-10-29,12:29,4,5,.800,1,1,1.000,0,0,,0,1,1,1,0,0,2,2,9,+2,12:29,.900,.900,.200,.000,0.0,8.0,4.2,15.0,0.0,0.0,28.6,24.7,107,122
8,Ryan Hollins,2013-10-29,3:57,0,2,.000,0,0,,0,2,.000,0,1,1,0,0,1,0,1,0,-2,3:57,.000,.000,.000,1.000,0.0,25.3,13.2,0.0,0.0,19.0,0.0,32.1,0,105
9,Reggie Bullock,2013-10-29,1:04,1,1,1.000,0,0,,0,0,,0,0,0,0,0,0,0,0,2,+2,1:04,1.000,1.000,.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.2,200,127
10,Willie Green,2013-10-29,Did Not Play,,,,,,,,,,,,,,,,,,,,Did Not Play,,,,,,,,,,,,,,
11,Byron Mullens,2013-10-29,Did Not Play,,,,,,,,,,,,,,,,,,,,Did Not Play,,,,,,,,,,,,,,
12,Antawn Jamison,2013-10-29,Did Not Play,,,,,,,,,,,,,,,,,,,,Did Not Play,,,,,,,,,,,,,,
0,Pau Gasol,2013-10-29,24:29,5,12,.417,1,2,.500,4,4,1.000,1,12,13,4,0,0,5,0,15,-2,24:29,.545,.458,.167,.333,4.1,53.5,27.7,24.4,0.0,0.0,26.7,29.6,97,100
1,Steve Blake,2013-10-29,22:25,2,3,.667,2,2,1.000,0,0,,1,1,2,1,1,0,0,1,6,-6,22:25,1.000,1.000,.667,.000,4.5,4.9,4.7,5.7,2.1,0.0,0.0,5.2,210,106
2,Nick Young,2013-10-29,22:03,3,10,.300,1,4,.250,6,8,.750,0,1,1,0,1,0,2,1,13,-4,22:03,.481,.350,.400,.800,0.0,4.9,2.4,0.0,2.2,0.0,12.9,27.2,97,106
3,Steve Nash,2013-10-29,20:44,1,3,.333,1,1,1.000,0,0,,0,1,1,5,0,0,3,3,3,-2,20:44,.500,.500,.333,.000,0.0,5.3,2.5,29.2,0.0,0.0,50.0,11.2,85,110
4,Shawne Williams,2013-10-29,12:50,1,5,.200,0,3,.000,1,2,.500,1,2,3,0,1,2,1,3,3,-2,12:50,.255,.200,.600,.400,7.8,17.0,12.2,0.0,3.7,12.1,14.5,20.7,60,89
5,Jordan Farmar,2013-10-29,27:16,6,10,.600,2,3,.667,2,4,.500,2,2,4,6,1,0,3,5,16,+15,27:16,.680,.700,.300,.400,7.3,8.0,7.7,33.6,1.8,0.0,20.3,20.9,127,105
6,Xavier Henry,2013-10-29,26:24,8,13,.615,3,4,.750,3,8,.375,2,4,6,2,1,0,1,1,22,+15,26:24,.666,.731,.308,.615,7.6,16.5,11.9,13.2,1.8,0.0,5.7,25.6,134,104
7,Jodie Meeks,2013-10-29,25:35,4,8,.500,3,6,.500,2,2,1.000,0,3,3,2,1,0,2,2,13,+19,25:35,.732,.688,.750,.250,0.0,12.8,6.1,10.9,1.9,0.0,18.4,16.4,129,105
8,Wesley Johnson,2013-10-29,20:32,1,11,.091,1,4,.250,0,0,,0,3,3,1,0,1,0,4,3,+15,20:32,.136,.136,.364,.000,0.0,15.9,7.6,5.9,0.0,3.8,0.0,20.7,46,104
9,Chris Kaman,2013-10-29,19:40,5,10,.500,0,0,,0,0,,4,4,8,0,1,2,1,1,10,0,19:40,.500,.500,.000,.000,20.3,22.2,21.2,0.0,2.4,7.9,9.1,21.6,111,95
10,Jordan Hill,2013-10-29,18:02,6,8,.750,0,0,,0,0,,7,1,8,2,1,1,1,2,12,+17,18:02,.750,.750,.000,.000,38.8,6.0,23.1,20.5,2.7,4.3,11.1,19.3,155,101
11,Ryan Kelly,2013-10-29,Did Not Play,,,,,,,,,,,,,,,,,,,,Did Not Play,,,,,,,,,,,,,,
12,Robert Sacre,2013-10-29,Did Not Play,,,,,,,,,,,,,,,,,,,,Did Not Play,,,,,,,,,,,,,,
0,Derrick Rose,2013-10-29,34:21,4,15,.267,1,7,.143,3,4,.750,0,1,1,4,0,0,5,2,12,-9,34:21,.358,.300,.467,.267,0.0,4.0,1.7,19.0,0.0,0.0,23.0,27.4,66,118
1,Carlos Boozer,2013-10-29,32:24,13,18,.722,0,0,,5,5,1.000,3,4,7,2,1,1,2,4,31,-2,32:24,.767,.722,.000,.278,9.7,16.9,12.8,18.8,1.5,2.8,9.0,29.6,141,111
2,Jimmy Butler,2013-10-29,29:55,6,12,.500,2,4,.500,6,7,.857,0,3,3,3,5,1,2,4,20,+10,29:55,.663,.583,.333,.583,0.0,13.8,5.9,19.0,8.3,3.1,11.7,24.7,123,96
3,Luol Deng,2013-10-29,29:28,2,8,.250,0,5,.000,0,0,,1,4,5,4,2,0,3,4,4,+6,29:28,.250,.250,.625,.000,3.5,18.6,10.1,20.5,3.4,0.0,27.3,16.1,58,109
4,Joakim Noah,2013-10-29,20:09,1,4,.250,0,0,,0,2,.000,2,9,11,2,2,2,2,2,2,-4,20:09,.205,.250,.000,.500,10.4,61.3,32.3,14.6,4.9,9.2,29.1,14.7,56,93
5,Kirk Hinrich,2013-10-29,29:29,2,6,.333,2,4,.500,0,0,,0,1,1,3,0,0,2,6,6,-19,29:29,.500,.500,.667,.000,0.0,4.7,2.0,15.4,0.0,0.0,25.0,11.7,85,118
6,Taj Gibson,2013-10-29,29:19,4,8,.500,0,0,,2,3,.667,4,4,8,3,0,0,0,1,10,-13,29:19,.536,.500,.000,.375,14.2,18.7,16.2,17.3,0.0,0.0,0.0,13.7,133,117
7,Mike Dunleavy,2013-10-29,22:56,3,9,.333,2,4,.500,2,2,1.000,0,3,3,1,0,0,1,1,10,-10,22:56,.506,.444,.444,.222,0.0,17.9,7.8,7.3,0.0,0.0,9.2,20.5,98,117
8,Tony Snell,2013-10-29,6:43,0,3,.000,0,2,.000,0,0,,0,0,0,0,1,0,1,2,0,-10,6:43,.000,.000,.667,.000,0.0,0.0,0.0,0.0,7.4,0.0,25.0,25.7,0,102
9,Nazr Mohammed,2013-10-29,5:16,0,0,,0,0,,0,0,,1,1,2,1,0,0,0,1,0,-9,5:16,,,,,19.8,26.0,22.5,26.0,0.0,0.0,,0.0,218,116
10,Mike James,2013-10-29,Did Not Play,,,,,,,,,,,,,,,,,,,,Did Not Play,,,,,,,,,,,,,,
11,Marquis Teague,2013-10-29,Did Not Play,,,,,,,,,,,,,,,,,,,,Did Not Play,,,,,,,,,,,,,,
12,Erik Murphy,2013-10-29,Did Not Play,,,,,,,,,,,,,,,,,,,,Did Not Play,,,,,,,,,,,,,,
0,LeBron James,2013-10-29,38:01,5,11,.455,0,1,.000,7,9,.778,0,6,6,8,1,0,2,0,17,+8,38:01,.568,.455,.091,.818,0.0,16.5,9.4,32.9,1.3,0.0,11.8,20.8,121,101
1,Dwyane Wade,2013-10-29,36:07,5,13,.385,1,1,1.000,2,5,.400,0,4,4,3,1,1,3,4,13,+2,36:07,.428,.423,.077,.385,0.0,11.6,6.6,13.1,1.4,2.3,16.5,23.5,78,100
2,Chris Bosh,2013-10-29,31:22,6,11,.545,1,2,.500,3,4,.750,1,5,6,0,0,3,1,3,16,0,31:22,.627,.591,.182,.364,4.4,16.6,11.3,0.0,0.0,8.1,7.3,20.5,114,98
3,Mario Chalmers,2013-10-29,26:50,3,8,.375,1,3,.333,6,7,.857,2,1,3,4,5,0,3,2,13,-5,26:50,.587,.438,.375,.875,10.2,3.9,6.6,22.6,9.2,0.0,21.3,24.5,111,88
4,Udonis Haslem,2013-10-29,21:28,2,4,.500,0,0,,2,2,1.000,1,2,3,0,0,0,3,3,6,0,21:28,.615,.500,.000,.500,6.4,9.7,8.3,0.0,0.0,0.0,38.1,17.1,79,105
5,Ray Allen,2013-10-29,26:19,3,7,.429,3,6,.500,2,2,1.000,0,1,1,7,0,1,3,4,11,+9,26:19,.698,.643,.857,.286,0.0,4.0,2.3,40.5,0.0,3.2,27.6,19.3,117,105
6,Shane Battier,2013-10-29,22:10,5,6,.833,4,4,1.000,0,0,,0,2,2,1,0,0,0,3,14,+15,22:10,1.167,1.167,.667,.000,0.0,9.4,5.3,8.3,0.0,0.0,0.0,12.6,209,106
7,Norris Cole,2013-10-29,21:10,5,7,.714,1,3,.333,0,0,,0,7,7,3,1,0,3,0,11,+17,21:10,.786,.786,.429,.000,0.0,34.5,19.6,26.5,2.3,0.0,30.0,22.1,105,93
8,Chris Andersen,2013-10-29,16:33,3,5,.600,0,0,,0,0,,1,7,8,0,2,2,0,2,6,+14,16:33,.600,.600,.000,.000,8.3,44.1,28.6,0.0,6.0,10.2,0.0,14.1,122,75
9,Rashard Lewis,2013-10-29,Did Not Play,,,,,,,,,,,,,,,,,,,,Did Not Play,,,,,,,,,,,,,,
10,Joel Anthony,2013-10-29,Did Not Play,,,,,,,,,,,,,,,,,,,,Did Not Play,,,,,,,,,,,,,,
11,James Jones,2013-10-29,Did Not Play,,,,,,,,,,,,,,,,,,,,Did Not Play,,,,,,,,,,,,,,
12,Michael Beasley,2013-10-29,Did Not Play,,,,,,,,,,,,,,,,,,,,Did Not Play,,,,,,,,,,,,,,
0,Joe Johnson,2013-10-30,34:23,3,10,.300,0,3,.000,7,8,.875,0,0,0,5,1,0,1,1,13,-3,34:23,.481,.300,.300,.800,0.0,0.0,0.0,24.2,1.5,0.0,6.9,18.8,109,115
1,Brook Lopez,2013-10-30,33:37,9,18,.500,0,0,,3,5,.600,2,3,5,1,0,4,1,3,21,-4,33:37,.520,.500,.000,.278,7.0,9.7,8.4,7.1,0.0,8.3,4.7,28.1,104,109
2,Paul Pierce,2013-10-30,29:51,5,8,.625,3,4,.750,4,4,1.000,0,4,4,2,0,0,1,2,17,-5,29:51,.871,.813,.500,.500,0.0,14.6,7.6,12.9,0.0,0.0,9.3,16.1,154,112
3,Kevin Garnett,2013-10-30,26:17,4,8,.500,0,0,,0,0,,2,8,10,3,2,1,2,4,8,+6,26:17,.500,.500,.000,.000,8.9,33.2,21.5,21.3,4.0,2.6,20.0,17.0,95,93
4,Deron Williams,2013-10-30,21:44,2,6,.333,1,2,.500,2,2,1.000,0,3,3,9,0,1,4,3,7,+2,21:44,.509,.417,.333,.333,0.0,15.1,7.8,69.5,0.0,3.2,36.8,22.3,93,109
5,Alan Anderson,2013-10-30,23:26,4,11,.364,1,6,.167,0,0,,0,3,3,0,1,0,1,3,9,-12,23:26,.409,.409,.545,.000,0.0,14.0,7.2,0.0,2.2,0.0,8.3,22.9,73,107
6,Andray Blatche,2013-10-30,20:17,0,5,.000,0,0,,0,0,,0,3,3,0,1,1,3,2,0,-10,20:17,.000,.000,.000,.000,0.0,16.1,8.4,0.0,2.6,3.4,37.5,17.6,0,103
7,Jason Terry,2013-10-30,19:03,5,10,.500,4,9,.444,0,0,,0,0,0,1,1,0,1,3,14,+3,19:03,.700,.700,.900,.000,0.0,0.0,0.0,12.4,2.7,0.0,9.1,25.8,114,112
8,Reggie Evans,2013-10-30,15:49,1,5,.200,0,0,,2,3,.667,4,4,8,0,0,1,1,3,4,0,15:49,.316,.200,.000,.600,29.6,27.6,28.6,0.0,0.0,4.4,13.7,20.7,85,103
9,Shaun Livingston,2013-10-30,15:33,0,1,.000,0,0,,1,2,.500,1,0,1,3,2,0,0,3,1,+3,15:33,.266,.000,.000,2.000,7.5,0.0,3.6,28.1,6.7,0.0,0.0,5.4,124,103
10,Mason Plumlee,2013-10-30,Did Not Play,,,,,,,,,,,,,,,,,,,,Did Not Play,,,,,,,,,,,,,,
11,Mirza Teletovic,2013-10-30,Did Not Play,,,,,,,,,,,,,,,,,,,,Did Not Play,,,,,,,,,,,,,,
12,Tyshawn Taylor,2013-10-30,Did Not Play,,,,,,,,,,,,,,,,,,,,Did Not Play,,,,,,,,,,,,,,
0,Tristan Thompson,2013-10-30,34:51,8,13,.615,0,0,,2,4,.500,3,6,9,0,0,0,1,2,18,-3,34:51,.610,.615,.000,.308,9.4,20.2,14.6,0.0,0.0,0.0,6.3,19.7,123,105
1,Anderson Varejao,2013-10-30,34:36,5,9,.556,0,0,,1,4,.250,3,5,8,3,0,1,0,3,11,-5,34:36,.511,.556,.000,.444,9.5,16.9,13.1,14.8,0.0,2.4,0.0,13.6,125,104
2,Kyrie Irving,2013-10-30,30:55,4,16,.250,0,2,.000,7,9,.778,0,7,7,9,2,0,2,4,15,-1,30:55,.376,.250,.125,.563,0.0,26.5,12.8,48.5,3.4,0.0,9.1,31.0,98,96
3,Dion Waiters,2013-10-30,29:21,5,12,.417,1,3,.333,0,0,,1,0,1,2,3,0,2,2,11,+3,29:21,.458,.458,.250,.000,3.7,0.0,1.9,12.2,5.3,0.0,14.3,20.8,92,99
4,Earl Clark,2013-10-30,27:06,4,10,.400,0,1,.000,1,2,.500,3,5,8,1,0,0,1,2,9,+2,27:06,.414,.400,.100,.200,12.1,21.6,16.7,6.3,0.0,0.0,8.4,19.1,97,104
5,Jarrett Jack,2013-10-30,22:30,3,6,.500,1,1,1.000,5,6,.833,0,3,3,3,1,0,1,1,12,+1,22:30,.694,.583,.167,1.000,0.0,15.6,7.5,22.4,2.3,0.0,10.4,18.7,141,101
6,Alonzo Gee,2013-10-30,18:48,1,2,.500,1,1,1.000,4,4,1.000,3,1,4,1,1,0,0,2,7,+5,18:48,.931,.750,.500,2.000,17.4,6.2,12.0,7.9,2.8,0.0,0.0,8.7,208,103
7,C.J. Miles,2013-10-30,15:20,4,6,.667,2,4,.500,0,0,,0,0,0,0,0,0,2,1,10,+2,15:20,.833,.833,.667,.000,0.0,0.0,0.0,0.0,0.0,0.0,25.0,22.8,106,110
8,Anthony Bennett,2013-10-30,14:59,0,5,.000,0,3,.000,2,4,.500,1,4,5,0,0,0,0,1,2,+10,14:59,.148,.000,.600,.800,7.3,31.3,18.8,0.0,0.0,0.0,0.0,19.7,49,102
9,Andrew Bynum,2013-10-30,7:34,1,5,.200,0,0,,1,1,1.000,2,1,3,2,0,2,1,1,3,+8,7:34,.276,.200,.000,.200,28.8,15.5,22.4,44.3,0.0,21.9,15.5,37.2,82,90
10,Tyler Zeller,2013-10-30,4:00,0,0,,0,0,,0,0,,0,0,0,0,0,0,1,1,0,-2,4:00,,,,,0.0,0.0,0.0,0.0,0.0,0.0,100.0,10.9,0,110
11,Matthew Dellavedova,2013-10-30,Did Not Play,,,,,,,,,,,,,,,,,,,,Did Not Play,,,,,,,,,,,,,,
12,Henry Sims,2013-10-30,Did Not Play,,,,,,,,,,,,,,,,,,,,Did Not Play,,,,,,,,,,,,,,
0,Paul Millsap,2013-10-30,35:45,9,15,.600,0,2,.000,2,4,.500,2,3,5,3,1,1,2,4,20,-7,35:45,.597,.600,.133,.267,6.7,11.5,9.0,16.2,1.3,2.5,10.7,23.2,110,121
1,Kyle Korver,2013-10-30,35:42,3,9,.333,1,4,.250,1,1,1.000,0,5,5,3,2,0,0,1,8,-12,35:42,.424,.389,.444,.111,0.0,19.2,9.0,12.2,2.7,0.0,0.0,11.7,96,120
2,DeMarre Carroll,2013-10-30,34:30,3,7,.429,2,4,.500,6,8,.750,1,6,7,1,3,0,2,1,14,-19,34:30,.665,.571,.571,1.143,3.5,23.9,13.0,4.2,4.1,0.0,16.0,16.1,115,116
3,Jeff Teague,2013-10-30,34:19,7,13,.538,1,4,.250,9,12,.750,0,2,2,9,4,0,6,3,24,-24,34:19,.656,.577,.308,.923,0.0,8.0,3.7,46.3,5.6,0.0,24.7,31.3,109,114
4,Al Horford,2013-10-30,31:59,5,12,.417,0,0,,1,2,.500,1,4,5,3,5,4,3,1,11,-14,31:59,.427,.417,.000,.167,3.8,17.2,10.0,15.3,7.5,11.3,18.9,22.0,78,100
5,Dennis Schroder,2013-10-30,18:29,2,5,.400,1,2,.500,0,0,,0,4,4,5,0,0,2,3,5,+10,18:29,.500,.500,.400,.000,0.0,29.7,13.9,40.8,0.0,0.0,28.6,16.8,93,124
6,Cartier Martin,2013-10-30,16:45,4,8,.500,3,7,.429,6,6,1.000,1,1,2,1,1,0,0,3,17,+7,16:45,.799,.688,.875,.750,7.2,8.2,7.6,11.2,2.8,0.0,0.0,28.1,159,120
7,Elton Brand,2013-10-30,13:04,4,5,.800,0,0,,0,0,,0,0,0,0,0,0,0,0,8,+1,13:04,.800,.800,.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.9,147,128
8,Pero Antic,2013-10-30,7:50,0,1,.000,0,1,.000,0,0,,0,2,2,0,0,0,0,0,0,+5,7:50,.000,.000,1.000,.000,0.0,35.0,16.3,0.0,0.0,0.0,0.0,5.7,0,124
9,Mike Scott,2013-10-30,7:22,0,1,.000,0,0,,0,0,,0,1,1,0,0,0,2,4,0,-3,7:22,.000,.000,.000,.000,0.0,18.6,8.7,0.0,0.0,0.0,66.7,18.0,0,125
10,Shelvin Mack,2013-10-30,4:15,0,0,,0,0,,2,2,1.000,0,0,0,2,0,0,0,0,2,+11,4:15,1.136,,,,0.0,0.0,0.0,61.0,0.0,0.0,0.0,9.2,239,128
11,Jared Cunningham,2013-10-30,Did Not Play,,,,,,,,,,,,,,,,,,,,Did Not Play,,,,,,,,,,,,,,
12,John Jenkins,2013-10-30,Did Not Play,,,,,,,,,,,,,,,,,,,,Did Not Play,,,,,,,,,,,,,,
0,Monta Ellis,2013-10-30,36:48,11,17,.647,2,3,.667,8,8,1.000,0,4,4,8,2,0,7,3,32,+14,36:48,.780,.706,.176,.471,0.0,13.0,7.0,35.2,2.6,0.0,25.4,33.4,122,107
1,Jose Calderon,2013-10-30,34:39,1,7,.143,1,5,.200,2,2,1.000,0,2,2,11,1,0,4,3,5,+4,34:39,.317,.214,.714,.286,0.0,6.9,3.7,35.8,1.4,0.0,33.7,15.3,90,110
2,Dirk Nowitzki,2013-10-30,33:00,8,14,.571,4,6,.667,4,4,1.000,0,4,4,5,0,0,1,4,24,+18,33:00,.761,.714,.429,.286,0.0,14.5,7.8,22.5,0.0,0.0,6.0,22.7,148,112
3,Shawn Marion,2013-10-30,30:38,6,9,.667,0,1,.000,0,2,.000,0,8,8,1,2,1,2,2,12,+11,30:38,.607,.667,.111,.222,0.0,31.3,16.7,4.5,3.1,3.0,16.8,17.3,94,101
4,Samuel Dalembert,2013-10-30,26:54,2,4,.500,0,0,,0,0,,1,8,9,0,0,1,1,1,4,+3,26:54,.500,.500,.000,.000,5.1,35.7,21.4,0.0,0.0,3.4,20.0,8.3,87,107
5,Vince Carter,2013-10-30,25:22,9,16,.563,2,5,.400,1,2,.500,0,4,4,2,1,0,2,3,21,-6,25:22,.622,.625,.313,.125,0.0,18.9,10.1,14.0,1.9,0.0,10.6,33.2,107,107
6,DeJuan Blair,2013-10-30,21:06,4,5,.800,0,0,,1,2,.500,5,0,5,0,0,0,1,3,9,+6,21:06,.765,.800,.000,.400,32.5,0.0,15.2,0.0,0.0,0.0,14.5,14.6,147,113
7,Wayne Ellington,2013-10-30,13:42,2,4,.500,1,3,.333,1,2,.500,1,2,3,0,1,0,0,1,6,+3,13:42,.615,.625,.750,.500,10.0,17.5,14.0,0.0,3.5,0.0,0.0,15.9,129,104
8,Jae Crowder,2013-10-30,9:00,1,1,1.000,1,1,1.000,0,0,,0,1,1,1,0,0,0,1,3,-6,9:00,1.500,1.500,1.000,.000,0.0,13.3,7.1,13.8,0.0,0.0,0.0,5.0,270,112
9,Gal Mekel,2013-10-30,8:51,0,0,,0,0,,2,2,1.000,0,2,2,3,0,0,2,1,2,-2,8:51,1.136,,,,0.0,27.1,14.5,37.0,0.0,0.0,69.4,14.5,108,110
10,Ricky Ledo,2013-10-30,Did Not Play,,,,,,,,,,,,,,,,,,,,Did Not Play,,,,,,,,,,,,,,
11,Bernard James,2013-10-30,Did Not Play,,,,,,,,,,,,,,,,,,,,Did Not Play,,,,,,,,,,,,,,
0,John Wall,2013-10-30,38:59,8,21,.381,0,4,.000,4,6,.667,2,0,2,11,3,0,4,3,20,-8,38:59,.423,.381,.190,.286,5.5,0.0,3.0,56.1,3.9,0.0,14.5,31.5,99,118
1,Bradley Beal,2013-10-30,38:15,6,18,.333,2,6,.333,3,3,1.000,1,3,4,2,0,0,3,3,17,-3,38:15,.440,.389,.333,.167,2.8,10.2,6.1,9.5,0.0,0.0,13.4,25.9,87,123
2,Trevor Ariza,2013-10-30,37:38,8,14,.571,6,11,.545,6,8,.750,1,9,10,3,1,0,2,4,28,-9,37:38,.799,.786,.786,.571,2.8,31.0,15.6,16.1,1.4,0.0,10.2,23.0,144,115
