,Team Name,Date,MP_x,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,MP_y,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg
13,Minnesota Timberwolves,2016-11-17,240,43,85,.506,6,26,.231,18,20,.900,15,34,49,18,7,8,13,19,110,,240,.586,.541,.306,.235,35.7,72.3,55.1,41.9,7.8,15.7,12.2,100.0,122.1,95.5
13,Chicago Bulls,2016-11-17,240,33,90,.367,5,17,.294,14,16,.875,14,32,46,8,7,6,8,16,85,,240,.438,.394,.189,.178,26.9,76.2,48.9,24.2,8.1,11.3,7.6,100.0,98.6,89.4
13,Utah Jazz,2016-11-17,240,30,78,.385,5,25,.200,12,14,.857,10,38,48,11,4,3,13,14,77,,240,.457,.417,.321,.179,23.8,73.1,51.1,36.7,4.6,4.1,13.4,100.0,89.4,98.6
13,New York Knicks,2016-11-17,240,41,86,.477,12,29,.414,18,20,.900,10,26,36,23,9,1,13,20,112,,240,.591,.547,.337,.233,25.0,78.8,49.3,56.1,9.5,1.8,12.1,100.0,118.0,125.4
13,Washington Wizards,2016-11-17,240,44,81,.543,15,25,.600,16,18,.889,7,30,37,26,7,2,15,21,119,,240,.669,.636,.309,.222,21.2,75.0,50.7,59.1,7.4,3.5,14.4,100.0,125.4,118.0
13,Golden State Warriors,2016-11-18,240,44,90,.489,9,28,.321,7,12,.583,9,41,50,33,10,7,11,20,104,,240,.546,.539,.311,.133,20.0,85.4,53.8,75.0,10.4,13.7,10.4,100.0,108.6,91.9
13,Boston Celtics,2016-11-18,240,31,83,.373,11,32,.344,15,19,.789,7,36,43,19,6,3,13,12,88,,240,.482,.440,.386,.229,14.6,80.0,46.2,61.3,6.3,4.8,12.5,100.0,91.9,108.6
13,Atlanta Hawks,2016-11-18,240,39,84,.464,7,28,.250,11,17,.647,8,41,49,25,9,6,16,18,96,,240,.525,.506,.333,.202,18.2,83.7,52.7,64.1,9.0,9.8,14.9,100.0,96.3,100.3
13,Charlotte Hornets,2016-11-18,240,37,90,.411,10,29,.345,16,24,.667,8,36,44,25,11,4,11,16,100,,240,.497,.467,.322,.267,16.3,81.8,47.3,67.6,11.0,7.1,9.9,100.0,100.3,96.3
13,Detroit Pistons,2016-11-18,240,29,93,.312,6,19,.316,17,20,.850,11,33,44,23,5,4,7,15,81,,240,.398,.344,.204,.215,19.0,86.8,45.8,79.3,5.2,6.9,6.4,100.0,85.0,109.2
13,Cleveland Cavaliers,2016-11-18,240,40,83,.482,11,25,.440,13,14,.929,5,47,52,26,4,8,13,14,104,,240,.583,.548,.301,.169,13.2,81.0,54.2,65.0,4.2,10.8,12.7,100.0,109.2,85.0
13,Memphis Grizzlies,2016-11-18,240,31,77,.403,9,25,.360,9,12,.750,7,41,48,16,7,3,12,25,80,,240,.486,.461,.325,.156,16.7,80.4,51.6,51.6,8.1,6.3,12.7,100.0,92.2,73.8
13,Dallas Mavericks,2016-11-18,240,21,73,.288,5,25,.200,17,22,.773,10,35,45,9,3,8,17,14,64,,240,.387,.322,.342,.301,19.6,83.3,48.4,42.9,3.5,15.4,17.1,100.0,73.8,92.2
12,Toronto Raptors,2016-11-18,265,43,94,.457,8,23,.348,19,31,.613,7,38,45,23,8,2,12,25,113,,265,.525,.500,.245,.330,12.5,80.9,43.7,53.5,7.3,3.4,10.0,100.0,102.7,100.8
13,Denver Nuggets,2016-11-18,265,39,83,.470,4,25,.160,29,39,.744,9,49,58,29,8,3,19,26,111,,265,.554,.494,.301,.470,19.1,87.5,56.3,74.4,7.3,4.2,15.9,100.0,100.8,102.7
13,Phoenix Suns,2016-11-18,240,46,97,.474,9,26,.346,15,18,.833,18,28,46,21,14,7,11,28,116,,240,.553,.521,.268,.186,41.9,73.7,56.8,45.7,15.0,10.1,9.5,100.0,124.3,102.8
13,Indiana Pacers,2016-11-18,240,36,76,.474,1,7,.143,23,29,.793,10,25,35,18,5,8,18,19,96,,240,.541,.480,.092,.382,26.3,58.1,43.2,50.0,5.4,11.3,16.9,100.0,102.8,124.3
13,San Antonio Spurs,2016-11-18,240,44,78,.564,10,24,.417,18,19,.947,3,31,34,30,8,6,12,18,116,,240,.672,.628,.308,.244,9.1,67.4,43.0,68.2,8.6,9.7,12.2,100.0,124.8,115.1
13,Los Angeles Lakers,2016-11-18,240,39,87,.448,12,25,.480,17,21,.810,15,30,45,24,6,1,13,21,107,,240,.556,.517,.287,.241,32.6,90.9,57.0,61.5,6.5,1.9,11.9,100.0,115.1,124.8
13,Portland Trail Blazers,2016-11-18,240,33,88,.375,12,34,.353,23,26,.885,13,35,48,19,2,1,14,21,101,,240,.508,.443,.386,.295,26.5,97.2,56.5,57.6,2.1,1.7,12.3,100.0,104.3,116.7
12,New Orleans Pelicans,2016-11-18,240,45,82,.549,9,24,.375,14,20,.700,1,36,37,31,9,12,8,21,113,,240,.622,.604,.293,.244,2.8,73.5,43.5,68.9,9.3,22.2,8.1,100.0,116.7,104.3
13,Brooklyn Nets,2016-11-18,240,35,83,.422,11,29,.379,24,30,.800,7,23,30,19,6,2,16,19,105,,240,.546,.488,.349,.361,16.3,69.7,39.5,54.3,5.9,3.2,14.3,100.0,102.8,121.4
13,Oklahoma City Thunder,2016-11-18,240,49,89,.551,7,26,.269,19,24,.792,10,36,46,23,9,5,16,24,124,,240,.623,.590,.292,.270,30.3,83.7,60.5,46.9,8.8,9.3,13.8,100.0,121.4,102.8
13,Los Angeles Clippers,2016-11-18,240,40,76,.526,13,29,.448,28,34,.824,5,32,37,27,7,6,14,24,121,,240,.665,.612,.382,.447,15.2,78.0,50.0,67.5,7.0,10.0,13.3,100.0,120.7,114.7
13,Sacramento Kings,2016-11-18,240,38,86,.442,10,26,.385,29,35,.829,9,28,37,21,7,4,14,24,115,,240,.567,.500,.302,.407,22.0,84.8,50.0,55.3,7.0,8.5,12.1,100.0,114.7,120.7
13,Boston Celtics,2016-11-19,240,33,82,.402,12,31,.387,16,17,.941,9,37,46,22,3,7,8,13,94,,240,.525,.476,.378,.207,18.8,77.1,47.9,66.7,3.5,10.6,8.2,100.0,109.1,106.8
13,Detroit Pistons,2016-11-19,240,37,86,.430,7,20,.350,11,16,.688,11,39,50,22,5,4,5,13,92,,240,.494,.471,.233,.186,22.9,81.3,52.1,59.5,5.8,7.8,5.1,100.0,106.8,109.1
13,Utah Jazz,2016-11-19,240,39,76,.513,12,27,.444,12,17,.706,5,38,43,22,3,5,12,17,102,,240,.611,.592,.355,.224,14.7,79.2,52.4,56.4,3.3,8.1,12.6,100.0,111.2,121.1
13,Houston Rockets,2016-11-19,240,42,94,.447,12,32,.375,15,20,.750,10,29,39,28,8,3,4,16,111,,240,.540,.511,.340,.213,20.8,85.3,47.6,66.7,8.7,6.1,3.7,100.0,121.1,111.2
13,Chicago Bulls,2016-11-19,240,33,77,.429,9,30,.300,20,24,.833,15,25,40,17,8,4,10,20,95,,240,.542,.487,.390,.312,35.7,67.6,50.6,51.5,9.7,8.0,10.3,100.0,114.6,123.1
12,Los Angeles Clippers,2016-11-19,240,36,77,.468,11,27,.407,19,23,.826,12,27,39,20,6,2,14,20,102,,240,.585,.539,.351,.299,32.4,64.3,49.4,55.6,7.2,4.3,13.8,100.0,123.1,114.6
13,Minnesota Timberwolves,2016-11-19,240,25,64,.391,7,22,.318,14,22,.636,5,29,34,16,5,5,16,25,71,,240,.482,.445,.344,.344,13.2,69.0,42.5,64.0,6.0,8.6,17.8,100.0,84.6,110.8
13,Memphis Grizzlies,2016-11-19,240,29,76,.382,2,18,.111,33,38,.868,13,33,46,15,8,7,9,19,93,,240,.502,.395,.237,.500,31.0,86.8,57.5,51.7,9.5,16.7,8.8,100.0,110.8,84.6
13,Golden State Warriors,2016-11-19,240,42,95,.442,14,38,.368,26,32,.813,18,27,45,30,8,5,12,25,124,,240,.568,.516,.400,.337,36.7,73.0,52.3,71.4,8.1,7.2,9.9,100.0,124.9,121.9
13,Milwaukee Bucks,2016-11-19,240,46,89,.517,10,20,.500,19,25,.760,10,31,41,27,7,1,13,23,121,,240,.605,.573,.225,.281,27.0,63.3,47.7,58.7,7.1,1.8,11.5,100.0,121.9,124.9
13,Charlotte Hornets,2016-11-19,265,40,97,.412,15,43,.349,21,28,.750,8,44,52,29,7,5,14,21,116,,265,.531,.490,.443,.289,15.7,81.5,49.5,72.5,6.3,8.1,11.4,100.0,105.1,109.6
12,New Orleans Pelicans,2016-11-19,265,43,98,.439,14,36,.389,21,25,.840,10,43,53,27,9,6,11,23,121,,265,.555,.510,.367,.255,18.5,84.3,50.5,62.8,8.2,11.1,9.2,100.0,109.6,105.1
13,Dallas Mavericks,2016-11-19,240,26,77,.338,13,28,.464,22,27,.815,5,29,34,13,8,5,13,16,87,,240,.489,.422,.364,.351,11.1,74.4,40.5,50.0,8.5,8.8,12.8,100.0,92.3,100.8
13,Orlando Magic,2016-11-19,240,34,78,.436,8,21,.381,19,22,.864,10,40,50,17,6,8,19,21,95,,240,.542,.487,.269,.282,25.6,88.9,59.5,50.0,6.4,16.3,17.8,100.0,100.8,92.3
13,Phoenix Suns,2016-11-19,240,39,92,.424,6,21,.286,21,34,.618,12,32,44,18,11,7,15,19,105,,240,.491,.457,.228,.370,24.0,84.2,50.0,46.2,10.4,13.7,12.3,100.0,99.0,113.2
12,Philadelphia 76ers,2016-11-19,240,45,86,.523,17,35,.486,13,20,.650,6,38,44,33,11,9,18,23,120,,240,.633,.622,.407,.233,15.8,76.0,50.0,73.3,10.4,12.7,16.0,100.0,113.2,99.0
13,Miami Heat,2016-11-19,240,43,85,.506,13,27,.481,15,26,.577,18,30,48,21,5,7,16,21,114,,240,.591,.582,.318,.306,40.9,71.4,55.8,48.8,5.4,11.5,14.2,100.0,122.7,119.5
13,Washington Wizards,2016-11-19,240,42,88,.477,11,27,.407,16,22,.727,12,26,38,22,9,5,10,22,111,,240,.568,.540,.307,.250,28.6,59.1,44.2,52.4,9.7,8.6,9.3,100.0,119.5,122.7
13,Portland Trail Blazers,2016-11-20,240,49,85,.576,15,36,.417,16,21,.762,8,42,50,23,4,7,15,30,129,,240,.684,.665,.424,.247,24.2,79.2,58.1,46.9,4.0,12.1,13.7,100.0,128.3,108.4
13,Brooklyn Nets,2016-11-20,240,37,93,.398,10,35,.286,25,31,.806,11,25,36,22,5,3,9,20,109,,240,.511,.452,.376,.333,20.8,75.8,41.9,59.5,5.0,6.1,7.8,100.0,108.4,128.3
13,Utah Jazz,2016-11-20,240,33,85,.388,7,26,.269,18,23,.783,14,35,49,15,3,6,10,22,91,,240,.478,.429,.306,.271,27.5,74.5,50.0,45.5,3.3,9.4,9.5,100.0,99.5,114.8
13,Denver Nuggets,2016-11-20,240,42,86,.488,8,22,.364,13,30,.433,12,37,49,31,4,2,8,19,105,,240,.529,.535,.256,.349,25.5,72.5,50.0,73.8,4.4,3.4,7.5,100.0,114.8,99.5
13,Chicago Bulls,2016-11-20,240,45,87,.517,8,22,.364,20,28,.714,16,40,56,27,6,3,16,16,118,,240,.594,.563,.253,.322,37.2,80.0,60.2,60.0,6.1,4.8,13.9,100.0,119.3,111.3
13,Los Angeles Lakers,2016-11-20,240,41,93,.441,13,31,.419,15,21,.714,10,27,37,26,11,3,10,19,110,,240,.538,.511,.333,.226,20.0,62.8,39.8,63.4,11.1,4.6,8.9,100.0,111.3,119.3
13,Atlanta Hawks,2016-11-20,240,34,85,.400,6,21,.286,20,29,.690,14,34,48,17,7,5,13,15,94,,240,.481,.435,.247,.341,26.4,75.6,49.0,50.0,7.3,8.1,11.7,100.0,98.0,108.5
13,New York Knicks,2016-11-20,240,42,88,.477,10,26,.385,10,14,.714,11,39,50,21,8,1,15,23,104,,240,.552,.534,.295,.159,24.4,73.6,51.0,50.0,8.3,1.6,13.7,100.0,108.5,98.0
13,Indiana Pacers,2016-11-20,265,40,89,.449,11,22,.500,24,31,.774,15,36,51,23,13,2,22,20,115,,265,.560,.511,.247,.348,30.6,70.6,51.0,57.5,11.9,3.1,17.7,100.0,105.7,102.0
13,Oklahoma City Thunder,2016-11-20,265,44,101,.436,10,36,.278,13,18,.722,15,34,49,28,10,7,20,23,111,,265,.510,.485,.356,.178,29.4,69.4,49.0,63.6,9.2,10.4,15.5,100.0,102.0,105.7
12,Toronto Raptors,2016-11-20,240,34,85,.400,9,24,.375,22,24,.917,16,32,48,16,7,6,15,21,99,,240,.518,.453,.282,.282,32.7,88.9,56.5,47.1,7.4,11.1,13.6,100.0,104.0,107.1
13,Sacramento Kings,2016-11-20,240,36,81,.444,11,27,.407,19,25,.760,4,33,37,26,8,8,13,18,102,,240,.554,.512,.333,.309,11.1,67.3,43.5,72.2,8.4,13.1,12.4,100.0,107.1,104.0
12,Memphis Grizzlies,2016-11-21,240,40,84,.476,12,26,.462,13,17,.765,6,34,40,24,7,8,10,24,105,,240,.574,.548,.310,.202,16.2,81.0,50.6,60.0,7.8,19.0,9.9,100.0,116.3,99.7
13,Charlotte Hornets,2016-11-21,240,30,73,.411,9,31,.290,21,33,.636,8,31,39,20,6,9,10,13,90,,240,.514,.473,.425,.452,19.0,83.8,49.4,66.7,6.6,15.5,10.3,100.0,99.7,116.3
13,Houston Rockets,2016-11-21,240,35,78,.449,10,31,.323,19,27,.704,12,34,46,22,4,6,15,20,99,,240,.551,.513,.397,.346,30.8,73.9,54.1,62.9,4.3,8.6,14.3,100.0,106.4,103.2
13,Detroit Pistons,2016-11-21,240,36,87,.414,7,17,.412,17,24,.708,12,27,39,19,7,3,14,20,96,,240,.492,.454,.195,.276,26.1,69.2,45.9,52.8,7.5,6.4,12.5,100.0,103.2,106.4
13,Golden State Warriors,2016-11-21,240,40,90,.444,13,36,.361,27,32,.844,12,48,60,31,9,10,12,17,120,,240,.576,.517,.400,.356,26.1,76.2,55.0,77.5,8.9,12.5,10.3,100.0,118.9,82.3
13,Indiana Pacers,2016-11-21,240,33,103,.320,6,23,.261,11,12,.917,15,34,49,13,5,4,11,23,83,,240,.383,.350,.223,.117,23.8,73.9,45.0,39.4,5.0,7.4,9.2,100.0,82.3,118.9
12,Toronto Raptors,2016-11-21,240,40,80,.500,8,19,.421,27,32,.844,4,28,32,19,10,2,11,31,115,,240,.611,.550,.238,.400,10.0,82.4,43.2,47.5,10.1,4.1,10.5,100.0,116.3,124.4
13,Los Angeles Clippers,2016-11-21,240,39,74,.527,10,25,.400,35,42,.833,6,36,42,23,5,4,14,24,123,,240,.665,.595,.338,.568,17.6,90.0,56.8,59.0,5.1,6.6,13.1,100.0,124.4,116.3
13,Orlando Magic,2016-11-21,240,32,77,.416,7,25,.280,18,24,.750,10,44,54,21,8,5,24,18,89,,240,.508,.461,.325,.312,25.0,86.3,59.3,65.6,8.1,8.8,21.5,100.0,89.7,93.7
13,Milwaukee Bucks,2016-11-21,240,35,86,.407,8,29,.276,15,21,.714,7,30,37,25,16,9,13,22,93,,240,.488,.453,.337,.244,13.7,75.0,40.7,71.4,16.1,17.3,12.0,100.0,93.7,89.7
13,Boston Celtics,2016-11-21,240,38,84,.452,12,38,.316,11,14,.786,6,33,39,20,5,4,11,21,99,,240,.549,.524,.452,.167,14.6,67.3,43.3,52.6,5.3,6.5,10.9,100.0,105.9,99.5
13,Minnesota Timberwolves,2016-11-21,240,36,86,.419,4,24,.167,17,25,.680,16,35,51,23,5,4,15,19,93,,240,.479,.442,.279,.291,32.7,85.4,56.7,63.9,5.3,8.7,13.4,100.0,99.5,105.9
13,Miami Heat,2016-11-21,240,34,88,.386,7,31,.226,19,28,.679,21,29,50,17,7,6,13,22,94,,240,.469,.426,.352,.318,38.9,80.6,55.6,50.0,7.7,11.5,11.5,100.0,103.8,111.5
12,Philadelphia 76ers,2016-11-21,240,37,78,.474,11,26,.423,16,20,.800,7,33,40,21,8,5,14,25,101,,240,.582,.545,.333,.256,19.4,61.1,44.4,56.8,8.8,8.8,13.9,100.0,111.5,103.8
13,Dallas Mavericks,2016-11-21,240,35,74,.473,8,27,.296,13,20,.650,10,30,40,16,10,3,17,23,91,,240,.550,.527,.365,.270,24.4,78.9,50.6,45.7,11.2,5.5,17.0,100.0,102.4,108.0
13,San Antonio Spurs,2016-11-21,240,35,75,.467,8,20,.400,18,25,.720,8,31,39,24,9,1,13,18,96,,240,.558,.520,.267,.333,21.1,75.6,49.4,68.6,10.1,2.1,13.1,100.0,108.0,102.4
13,Phoenix Suns,2016-11-21,240,39,91,.429,11,27,.407,12,15,.800,13,39,52,22,3,7,21,24,101,,240,.517,.489,.297,.165,29.5,73.6,53.6,56.4,3.0,11.1,17.7,100.0,100.1,105.0
13,Washington Wizards,2016-11-21,240,37,91,.407,10,28,.357,22,34,.647,14,31,45,25,8,4,11,19,106,,240,.500,.462,.308,.374,26.4,70.5,46.4,67.6,7.9,6.3,9.4,100.0,105.0,100.1
12,New Orleans Pelicans,2016-11-22,240,45,86,.523,11,25,.440,11,12,.917,5,35,40,29,11,9,9,16,112,,240,.613,.587,.291,.140,12.8,85.4,50.0,64.4,11.5,16.1,9.0,100.0,117.3,98.4
13,Atlanta Hawks,2016-11-22,240,39,85,.459,10,29,.345,6,10,.600,6,34,40,22,5,6,15,15,94,,240,.526,.518,.341,.118,14.6,87.2,50.0,56.4,5.2,9.8,14.4,100.0,98.4,117.3
13,Chicago Bulls,2016-11-22,240,43,95,.453,6,18,.333,15,18,.833,10,38,48,22,6,11,6,18,107,,240,.520,.484,.189,.189,20.8,69.1,46.6,51.2,6.2,14.1,5.5,100.0,110.0,113.1
13,Denver Nuggets,2016-11-22,240,43,100,.430,10,22,.455,14,17,.824,17,38,55,26,5,6,10,14,110,,240,.512,.480,.220,.170,30.9,79.2,53.4,60.5,5.1,7.8,8.5,100.0,113.1,110.0
13,Oklahoma City Thunder,2016-11-22,240,45,92,.489,11,27,.407,8,11,.727,11,29,40,29,11,6,15,14,109,,240,.563,.549,.293,.120,27.5,82.9,53.3,64.4,11.2,10.7,13.4,100.0,111.0,113.0
13,Los Angeles Lakers,2016-11-22,240,42,83,.506,14,27,.519,13,16,.813,6,29,35,25,8,7,17,17,111,,240,.616,.590,.325,.193,17.1,72.5,46.7,59.5,8.1,10.8,15.9,100.0,113.0,111.0
13,Portland Trail Blazers,2016-11-22,240,38,86,.442,6,22,.273,21,26,.808,11,33,44,18,5,5,16,13,103,,240,.529,.477,.256,.302,25.0,76.7,50.6,47.4,5.0,7.5,14.1,100.0,103.5,107.5
13,New York Knicks,2016-11-22,240,45,96,.469,9,29,.310,8,8,1.000,10,33,43,26,8,5,13,23,107,,240,.538,.516,.302,.083,23.3,75.0,49.4,57.8,8.0,7.8,11.6,100.0,107.5,103.5
13,Boston Celtics,2016-11-23,240,45,98,.459,15,38,.395,6,8,.750,12,39,51,26,13,6,13,22,111,,240,.547,.536,.388,.082,25.0,81.3,53.1,57.8,12.8,10.9,11.4,100.0,109.1,90.5
13,Brooklyn Nets,2016-11-23,240,34,86,.395,10,31,.323,14,22,.636,9,36,45,18,7,7,19,12,92,,240,.481,.453,.360,.256,18.8,75.0,46.9,52.9,6.9,11.7,16.6,100.0,90.5,109.1
13,San Antonio Spurs,2016-11-23,240,44,86,.512,13,31,.419,18,20,.900,8,26,34,28,9,8,9,18,119,,240,.628,.587,.360,.233,20.0,68.4,43.6,63.6,9.5,11.6,8.7,100.0,125.0,119.8
13,Charlotte Hornets,2016-11-23,240,45,89,.506,11,20,.550,13,18,.722,12,32,44,30,3,3,15,16,114,,240,.588,.567,.225,.202,31.6,80.0,56.4,66.7,3.2,5.5,13.4,100.0,119.8,125.0
13,Portland Trail Blazers,2016-11-23,240,47,90,.522,13,29,.448,18,19,.947,9,29,38,27,6,6,9,23,125,,240,.635,.594,.322,.211,22.0,76.3,48.1,57.4,6.1,11.1,8.4,100.0,127.1,139.3
13,Cleveland Cavaliers,2016-11-23,240,48,90,.533,21,36,.583,20,27,.741,9,32,41,30,6,4,10,15,137,,240,.672,.650,.400,.300,23.7,78.0,51.9,62.5,6.1,6.6,8.9,100.0,139.3,127.1
13,Los Angeles Clippers,2016-11-23,240,43,85,.506,15,32,.469,23,31,.742,6,37,43,26,11,4,9,17,124,,240,.629,.594,.376,.365,15.0,78.7,49.4,60.5,11.2,6.7,8.4,100.0,126.3,105.9
13,Dallas Mavericks,2016-11-23,240,38,84,.452,11,24,.458,17,18,.944,10,34,44,23,7,3,16,24,104,,240,.566,.518,.286,.214,21.3,85.0,50.6,60.5,7.1,5.7,14.8,100.0,105.9,126.3
13,Miami Heat,2016-11-23,240,27,75,.360,7,26,.269,23,30,.767,7,30,37,19,5,4,14,22,84,,240,.476,.407,.347,.400,15.2,75.0,43.0,70.4,5.4,6.5,13.7,100.0,90.2,114.9
12,Detroit Pistons,2016-11-23,240,40,81,.494,6,19,.316,21,25,.840,10,39,49,22,8,7,13,19,107,,240,.582,.531,.235,.309,25.0,84.8,57.0,55.0,8.6,14.3,12.4,100.0,114.9,90.2
13,Los Angeles Lakers,2016-11-23,240,40,93,.430,8,20,.400,18,22,.818,7,30,37,22,5,1,11,25,106,,240,.516,.473,.215,.237,14.3,83.3,43.5,55.0,4.8,2.0,9.7,100.0,101.5,142.7
13,Golden State Warriors,2016-11-23,240,53,86,.616,19,36,.528,24,35,.686,6,42,48,47,7,5,10,20,149,,240,.735,.727,.419,.407,16.7,85.7,56.5,88.7,6.7,6.8,9.0,100.0,142.7,101.5
12,Toronto Raptors,2016-11-23,240,43,88,.489,12,23,.522,17,21,.810,15,23,38,28,14,7,14,15,115,,240,.591,.557,.261,.239,34.9,67.6,49.4,65.1,14.8,19.4,12.6,100.0,122.0,108.2
13,Houston Rockets,2016-11-23,240,38,78,.487,14,42,.333,12,12,1.000,11,28,39,29,6,7,26,22,102,,240,.612,.577,.538,.154,32.4,65.1,50.6,76.3,6.4,10.8,23.8,100.0,108.2,122.0
13,Atlanta Hawks,2016-11-23,240,36,85,.424,5,20,.250,19,22,.864,17,39,56,17,11,7,21,18,96,,240,.507,.453,.235,.259,36.2,84.8,60.2,47.2,11.3,12.3,18.2,100.0,98.3,87.0
13,Indiana Pacers,2016-11-23,240,34,84,.405,7,27,.259,10,14,.714,7,30,37,16,15,5,18,20,85,,240,.471,.446,.321,.167,15.2,63.8,39.8,47.1,15.4,7.7,16.6,100.0,87.0,98.3
13,Minnesota Timberwolves,2016-11-23,240,33,86,.384,3,17,.176,27,33,.818,8,33,41,23,12,3,17,19,96,,240,.478,.401,.198,.384,16.3,89.2,47.7,69.7,11.3,5.1,14.5,100.0,90.7,110.5
12,New Orleans Pelicans,2016-11-23,240,45,83,.542,9,24,.375,18,23,.783,4,41,45,27,10,6,17,21,117,,240,.628,.596,.289,.277,10.8,83.7,52.3,60.0,9.4,8.7,15.4,100.0,110.5,90.7
13,Phoenix Suns,2016-11-23,240,33,73,.452,9,22,.409,17,22,.773,6,38,44,15,6,7,17,20,92,,240,.556,.514,.301,.301,15.4,77.6,50.0,45.5,6.3,10.6,17.1,100.0,97.1,91.8
13,Orlando Magic,2016-11-23,240,33,91,.363,7,25,.280,14,23,.609,11,33,44,17,9,8,11,19,87,,240,.430,.401,.275,.253,22.4,84.6,50.0,51.5,9.5,15.7,9.8,100.0,91.8,97.1
12,Memphis Grizzlies,2016-11-23,290,38,99,.384,10,29,.345,18,24,.750,9,37,46,24,13,9,15,28,104,,290,.475,.434,.293,.242,15.8,82.2,45.1,63.2,11.3,15.8,12.0,100.0,90.3,85.9
13,Philadelphia 76ers,2016-11-23,290,35,93,.376,12,36,.333,17,23,.739,8,48,56,24,9,10,26,32,99,,290,.480,.441,.387,.247,17.8,84.2,54.9,68.6,7.8,14.3,20.1,100.0,85.9,90.3
13,Oklahoma City Thunder,2016-11-23,240,32,76,.421,7,25,.280,30,38,.789,5,33,38,18,7,7,9,21,101,,240,.545,.467,.329,.500,12.5,75.0,45.2,56.3,7.3,10.6,8.8,100.0,104.8,120.4
13,Sacramento Kings,2016-11-23,240,44,94,.468,12,28,.429,16,17,.941,11,35,46,26,4,1,11,23,116,,240,.572,.532,.298,.181,25.0,87.5,54.8,59.1,4.2,2.0,9.8,100.0,120.4,104.8
13,Denver Nuggets,2016-11-23,240,28,88,.318,9,27,.333,18,31,.581,14,35,49,14,5,5,10,22,83,,240,.408,.369,.307,.352,23.0,89.7,49.0,50.0,5.1,9.4,9.0,100.0,84.4,109.8
13,Utah Jazz,2016-11-23,240,39,79,.494,8,26,.308,22,31,.710,4,47,51,19,4,3,14,25,108,,240,.583,.544,.329,.392,10.3,77.0,51.0,48.7,4.1,4.9,13.1,100.0,109.8,84.4
13,San Antonio Spurs,2016-11-25,240,38,81,.469,11,24,.458,22,25,.880,13,32,45,24,4,8,16,12,109,,240,.592,.537,.296,.309,31.7,80.0,55.6,63.2,4.3,14.0,14.8,100.0,116.9,110.4
13,Boston Celtics,2016-11-25,240,42,91,.462,12,34,.353,7,9,.778,8,28,36,32,8,4,10,21,103,,240,.542,.527,.374,.099,20.0,68.3,44.4,76.2,8.6,7.0,9.5,100.0,110.4,116.9
13,Dallas Mavericks,2016-11-25,240,37,91,.407,8,35,.229,8,12,.667,11,28,39,29,5,4,13,21,90,,240,.467,.451,.385,.132,22.4,75.7,45.3,78.4,5.2,9.5,11.9,100.0,93.0,132.3
13,Cleveland Cavaliers,2016-11-25,240,43,85,.506,20,43,.465,22,24,.917,9,38,47,30,9,3,14,16,128,,240,.670,.624,.506,.282,24.3,77.6,54.7,69.8,9.3,5.4,12.8,100.0,132.3,93.0
13,Oklahoma City Thunder,2016-11-25,265,48,95,.505,13,26,.500,23,29,.793,7,33,40,29,11,4,13,21,132,,265,.612,.574,.274,.305,15.6,71.7,44.0,60.4,9.8,6.0,10.8,100.0,118.1,115.4
13,Denver Nuggets,2016-11-25,265,48,101,.475,12,34,.353,21,27,.778,13,38,51,34,10,7,16,21,129,,265,.571,.535,.337,.267,28.3,84.4,56.0,70.8,8.9,10.1,12.4,100.0,115.4,118.1
13,Los Angeles Clippers,2016-11-25,240,35,73,.479,7,21,.333,20,26,.769,6,26,32,26,4,6,14,16,97,,240,.574,.527,.288,.356,15.4,74.3,43.2,74.3,4.4,8.5,14.2,100.0,106.5,118.6
13,Detroit Pistons,2016-11-25,240,47,90,.522,9,19,.474,5,7,.714,9,33,42,26,7,0,10,22,108,,240,.580,.572,.211,.078,25.7,84.6,56.8,55.3,7.7,0.0,9.7,100.0,118.6,106.5
13,Brooklyn Nets,2016-11-25,240,36,79,.456,11,34,.324,14,23,.609,9,29,38,24,8,4,19,17,97,,240,.544,.525,.430,.291,19.1,76.3,44.7,66.7,8.2,6.6,17.6,100.0,99.0,120.5
13,Indiana Pacers,2016-11-25,240,48,87,.552,11,26,.423,11,16,.688,9,38,47,25,11,5,14,19,118,,240,.627,.615,.299,.184,23.7,80.9,55.3,52.1,11.2,11.1,13.0,100.0,120.5,99.0
13,Golden State Warriors,2016-11-25,240,43,83,.518,11,28,.393,12,17,.706,4,40,44,31,10,10,17,21,109,,240,.602,.584,.337,.205,11.4,74.1,49.4,72.1,9.9,14.7,15.8,100.0,107.4,83.7
13,Los Angeles Lakers,2016-11-25,240,32,90,.356,5,22,.227,16,23,.696,14,31,45,20,12,3,18,16,85,,240,.424,.383,.244,.256,25.9,88.6,50.6,62.5,11.8,5.5,15.2,100.0,83.7,107.4
13,Miami Heat,2016-11-25,240,33,85,.388,12,31,.387,12,18,.667,10,34,44,17,8,8,8,21,90,,240,.484,.459,.365,.212,22.2,68.0,46.3,51.5,9.0,12.7,7.9,100.0,101.2,91.1
