,Team Name,Date,MP_x,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,MP_y,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg
13,Dallas Mavericks,2016-12-03,240,40,87,.460,13,31,.419,14,18,.778,14,29,43,31,11,2,10,19,107,,240,.564,.534,.356,.207,30.4,72.5,50.0,77.5,12.4,3.4,9.5,100.0,121.0,92.8
13,Phoenix Suns,2016-12-03,240,41,91,.451,11,32,.344,16,21,.762,14,22,36,24,8,2,14,29,109,,240,.544,.511,.352,.231,30.4,78.6,48.6,58.5,8.0,3.5,12.3,100.0,109.5,138.6
13,Golden State Warriors,2016-12-03,240,49,78,.628,14,21,.667,26,34,.765,6,32,38,37,9,5,17,19,138,,240,.742,.718,.269,.436,21.4,69.6,51.4,75.5,9.0,8.5,15.5,100.0,138.6,109.5
13,Los Angeles Lakers,2016-12-03,240,35,81,.432,7,21,.333,23,29,.793,14,30,44,16,7,4,18,18,100,,240,.533,.475,.259,.358,32.6,68.2,50.6,45.7,7.6,6.9,16.1,100.0,108.9,112.2
13,Memphis Grizzlies,2016-12-03,240,41,88,.466,10,30,.333,11,15,.733,14,29,43,32,13,7,11,19,103,,240,.544,.523,.341,.170,31.8,67.4,49.4,78.0,14.2,11.7,10.4,100.0,112.2,108.9
12,Brooklyn Nets,2016-12-03,240,34,91,.374,11,41,.268,24,33,.727,10,36,46,21,6,5,14,26,103,,240,.488,.434,.451,.363,20.4,83.7,50.0,61.8,5.8,8.2,11.7,100.0,98.9,107.5
13,Milwaukee Bucks,2016-12-03,240,40,85,.471,6,24,.250,26,36,.722,7,39,46,25,9,10,11,24,112,,240,.555,.506,.282,.424,16.3,79.6,50.0,62.5,8.6,20.0,9.8,100.0,107.5,98.9
13,Boston Celtics,2016-12-03,240,38,76,.500,8,26,.308,23,29,.793,6,31,37,22,5,3,10,21,107,,240,.603,.553,.342,.382,16.7,79.5,49.3,57.9,5.5,7.0,10.1,100.0,116.8,115.7
13,Philadelphia 76ers,2016-12-03,240,35,76,.461,15,33,.455,21,26,.808,8,30,38,20,5,3,15,23,106,,240,.606,.559,.434,.342,20.5,83.3,50.7,57.1,5.5,6.0,14.6,100.0,115.7,116.8
13,Miami Heat,2016-12-03,240,38,86,.442,6,22,.273,10,15,.667,8,38,46,23,6,6,13,14,92,,240,.497,.477,.256,.174,18.6,76.0,49.5,60.5,6.4,9.2,12.3,100.0,97.6,105.1
13,Portland Trail Blazers,2016-12-03,240,36,89,.404,9,24,.375,18,24,.750,12,35,47,19,6,9,8,17,99,,240,.497,.455,.270,.270,24.0,81.4,50.5,52.8,6.4,14.1,7.4,100.0,105.1,97.6
13,Atlanta Hawks,2016-12-03,240,35,88,.398,7,28,.250,7,14,.500,13,25,38,21,7,5,18,13,84,,240,.446,.438,.318,.159,26.5,67.6,44.2,60.0,7.3,7.4,16.0,100.0,87.8,133.7
13,Toronto Raptors,2016-12-03,240,53,92,.576,13,24,.542,9,11,.818,12,36,48,28,14,7,12,17,128,,240,.661,.647,.261,.120,32.4,73.5,55.8,52.8,14.6,11.7,11.0,100.0,133.7,87.8
13,Denver Nuggets,2016-12-03,240,37,83,.446,13,24,.542,11,14,.786,7,30,37,19,7,5,14,21,98,,240,.550,.524,.289,.169,17.5,81.1,48.1,51.4,7.6,9.4,13.6,100.0,106.8,114.5
13,Utah Jazz,2016-12-03,240,35,78,.449,9,25,.360,26,28,.929,7,33,40,20,8,3,9,13,105,,240,.581,.506,.321,.359,18.9,82.5,51.9,57.1,8.7,5.1,9.1,100.0,114.5,106.8
13,Orlando Magic,2016-12-04,240,42,79,.532,7,23,.304,7,14,.500,4,35,39,23,8,7,10,11,98,,240,.575,.576,.291,.177,10.5,77.8,47.0,54.8,8.8,11.9,10.5,100.0,107.6,101.0
13,Detroit Pistons,2016-12-04,240,38,86,.442,10,27,.370,6,13,.462,10,34,44,16,8,3,12,12,92,,240,.502,.500,.314,.151,22.2,89.5,53.0,42.1,8.8,5.4,11.6,100.0,101.0,107.6
13,Indiana Pacers,2016-12-04,240,39,79,.494,5,14,.357,28,35,.800,5,31,36,21,9,2,9,24,111,,240,.588,.525,.177,.443,12.5,66.0,41.4,53.8,9.4,3.9,8.7,100.0,115.3,106.0
13,Los Angeles Clippers,2016-12-04,240,36,81,.444,10,30,.333,20,28,.714,16,35,51,19,5,7,20,24,102,,240,.547,.506,.370,.346,34.0,87.5,58.6,52.8,5.2,10.8,17.6,100.0,106.0,115.3
12,Sacramento Kings,2016-12-04,240,31,96,.323,9,28,.321,27,31,.871,17,33,50,18,13,5,11,17,98,,240,.447,.370,.292,.323,27.9,70.2,46.3,58.1,13.0,8.5,9.1,100.0,98.0,106.0
13,New York Knicks,2016-12-04,240,39,88,.443,11,29,.379,17,24,.708,14,44,58,20,5,9,18,25,106,,240,.538,.506,.330,.273,29.8,72.1,53.7,51.3,5.0,13.2,15.4,100.0,106.0,98.0
12,New Orleans Pelicans,2016-12-04,240,36,98,.367,6,28,.214,14,19,.737,12,39,51,15,8,6,11,22,92,,240,.432,.398,.286,.194,20.0,78.0,46.4,41.7,7.8,9.8,9.4,100.0,89.1,97.9
13,Oklahoma City Thunder,2016-12-04,240,41,89,.461,6,28,.214,13,26,.500,11,48,59,24,7,5,15,15,101,,240,.503,.494,.315,.292,22.0,80.0,53.6,58.5,6.8,7.1,13.0,100.0,97.9,89.1
13,Oklahoma City Thunder,2016-12-05,240,37,80,.463,10,31,.323,18,28,.643,8,35,43,26,9,5,19,27,102,,240,.552,.525,.388,.350,21.6,83.3,54.4,70.3,9.0,9.1,17.1,100.0,101.8,98.8
13,Atlanta Hawks,2016-12-05,240,34,77,.442,7,22,.318,24,32,.750,7,29,36,26,13,3,18,24,99,,240,.543,.487,.286,.416,16.7,78.4,45.6,76.5,13.0,6.1,16.5,100.0,98.8,101.8
13,Washington Wizards,2016-12-05,240,45,93,.484,14,34,.412,14,18,.778,8,27,35,26,17,5,9,22,118,,240,.585,.559,.366,.194,17.4,67.5,40.7,57.8,17.0,9.3,8.2,100.0,118.0,113.0
13,Brooklyn Nets,2016-12-05,240,40,81,.494,11,27,.407,22,30,.733,13,38,51,25,4,5,21,15,113,,240,.600,.562,.333,.370,32.5,82.6,59.3,62.5,4.0,8.5,18.2,100.0,113.0,118.0
13,Portland Trail Blazers,2016-12-05,240,45,93,.484,9,24,.375,13,18,.722,10,28,38,25,9,8,9,27,112,,240,.555,.532,.258,.194,22.2,65.1,43.2,55.6,9.3,13.3,8.2,100.0,116.0,113.9
13,Chicago Bulls,2016-12-05,240,35,83,.422,7,23,.304,33,38,.868,15,35,50,16,8,11,15,17,110,,240,.552,.464,.277,.458,34.9,77.8,56.8,45.7,8.3,15.9,13.1,100.0,113.9,116.0
13,Charlotte Hornets,2016-12-05,240,40,79,.506,3,18,.167,26,28,.929,9,46,55,21,2,5,12,19,109,,240,.597,.525,.228,.354,25.7,83.6,61.1,52.5,2.2,9.4,11.6,100.0,117.5,108.9
13,Dallas Mavericks,2016-12-05,240,37,89,.416,13,36,.361,14,18,.778,9,26,35,23,4,2,7,19,101,,240,.521,.489,.404,.202,16.4,74.3,38.9,62.2,4.3,3.3,6.7,100.0,108.9,117.5
13,Indiana Pacers,2016-12-05,240,35,85,.412,3,15,.200,33,35,.943,9,31,40,20,10,5,14,21,106,,240,.528,.429,.176,.412,19.1,66.0,42.6,57.1,9.5,7.5,12.2,100.0,101.0,135.3
13,Golden State Warriors,2016-12-05,240,54,104,.519,14,37,.378,20,26,.769,16,38,54,45,12,13,11,22,142,,240,.615,.587,.356,.250,34.0,80.9,57.4,83.3,11.4,18.6,8.7,100.0,135.3,101.0
13,Boston Celtics,2016-12-05,240,42,98,.429,11,32,.344,11,12,.917,10,32,42,27,7,4,11,20,106,,240,.513,.485,.327,.122,20.4,82.1,47.7,64.3,7.1,10.5,9.6,100.0,107.1,108.1
13,Houston Rockets,2016-12-05,240,34,76,.447,12,38,.316,27,31,.871,7,39,46,20,8,6,16,14,107,,240,.597,.526,.500,.408,17.9,79.6,52.3,58.8,8.1,9.1,15.1,100.0,108.1,107.1
13,Utah Jazz,2016-12-05,240,38,80,.475,13,32,.406,18,29,.621,11,28,39,26,5,7,12,18,107,,240,.577,.556,.400,.363,28.2,65.1,47.6,68.4,5.6,9.6,11.5,100.0,119.4,112.7
13,Los Angeles Lakers,2016-12-05,240,39,87,.448,5,14,.357,18,23,.783,15,28,43,15,8,1,10,23,101,,240,.520,.477,.161,.264,34.9,71.8,52.4,38.5,8.9,2.1,9.3,100.0,112.7,119.4
13,San Antonio Spurs,2016-12-05,240,40,93,.430,8,28,.286,9,14,.643,12,34,46,26,6,5,14,22,97,,240,.489,.473,.301,.151,25.0,82.9,51.7,65.0,6.3,10.2,12.4,100.0,101.5,100.4
13,Milwaukee Bucks,2016-12-05,240,30,73,.411,6,24,.250,30,34,.882,7,36,43,16,4,7,14,16,96,,240,.546,.452,.329,.466,17.1,75.0,48.3,53.3,4.2,10.8,13.7,100.0,100.4,101.5
14,Memphis Grizzlies,2016-12-05,290,42,104,.404,13,34,.382,13,21,.619,13,48,61,23,8,4,14,22,110,,290,.486,.466,.327,.202,21.3,88.9,53.0,54.8,7.2,6.0,11.0,100.0,98.4,96.6
12,New Orleans Pelicans,2016-12-05,290,39,99,.394,10,32,.313,20,21,.952,6,48,54,21,7,8,11,15,108,,290,.499,.444,.323,.212,11.1,78.7,47.0,53.8,6.3,11.4,9.2,100.0,96.6,98.4
13,Denver Nuggets,2016-12-05,240,35,76,.461,10,27,.370,26,34,.765,10,35,45,17,13,8,19,20,106,,240,.583,.526,.355,.447,23.8,74.5,50.6,48.6,13.2,14.5,17.3,100.0,107.9,99.8
13,Philadelphia 76ers,2016-12-05,240,35,86,.407,11,31,.355,17,23,.739,12,32,44,20,12,10,17,25,98,,240,.510,.471,.360,.267,25.5,76.2,49.4,57.1,12.2,20.4,15.0,100.0,99.8,107.9
13,Cleveland Cavaliers,2016-12-05,240,40,84,.476,14,32,.438,22,27,.815,13,35,48,21,4,3,14,21,116,,240,.605,.560,.381,.321,36.1,77.8,59.3,52.5,4.3,5.4,12.7,100.0,124.9,120.6
13,Toronto Raptors,2016-12-05,240,38,88,.432,13,32,.406,23,27,.852,10,23,33,22,8,5,7,22,112,,240,.561,.506,.364,.307,22.2,63.9,40.7,57.9,8.6,9.6,6.5,100.0,120.6,124.9
